group,id,event,source,target,dx,dy,count
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s00,density_swaps,Sand,Dust,0,1,16384
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s01,density_swaps,Sand,Dust,0,1,16384
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s02,density_swaps,Sand,Dust,0,1,16384
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s03,density_swaps,Sand,Dust,0,1,16384
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s04,density_swaps,Sand,Dust,0,1,16384
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s00,density_swaps,Stone,Sand,0,1,15936
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s01,density_swaps,Stone,Sand,0,1,15388
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s02,density_swaps,Stone,Sand,0,1,15688
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s03,density_swaps,Stone,Sand,0,1,15936
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s04,density_swaps,Stone,Sand,0,1,15318
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s00,density_swaps,Rust,Sand,0,1,16384
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s01,density_swaps,Rust,Sand,0,1,16384
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s02,density_swaps,Rust,Sand,0,1,16384
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s03,density_swaps,Rust,Sand,0,1,16384
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s04,density_swaps,Rust,Sand,0,1,16384
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s00,density_swaps,Mercury,Sand,0,1,16384
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s01,density_swaps,Mercury,Sand,0,1,16384
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s02,density_swaps,Mercury,Sand,0,1,16384
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s03,density_swaps,Mercury,Sand,0,1,16384
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s04,density_swaps,Mercury,Sand,0,1,16384
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s00,density_swaps,Mercury,Dust,0,1,16384
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s01,density_swaps,Mercury,Dust,0,1,16384
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s02,density_swaps,Mercury,Dust,0,1,16384
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s03,density_swaps,Mercury,Dust,0,1,16384
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s04,density_swaps,Mercury,Dust,0,1,16384
native-expanded,011-Sand-Water-packed-32-baseline-w32-s00,density_swaps,Sand,Water,0,1,16384
native-expanded,011-Sand-Water-packed-32-baseline-w32-s01,density_swaps,Sand,Water,0,1,16384
native-expanded,011-Sand-Water-packed-32-baseline-w32-s02,density_swaps,Sand,Water,0,1,16384
native-expanded,011-Sand-Water-packed-32-baseline-w32-s03,density_swaps,Sand,Water,0,1,16384
native-expanded,011-Sand-Water-packed-32-baseline-w32-s04,density_swaps,Sand,Water,0,1,16384
native-expanded,012-Water-Dust-packed-32-baseline-w32-s00,density_swaps,Water,Dust,0,1,16384
native-expanded,012-Water-Dust-packed-32-baseline-w32-s01,density_swaps,Water,Dust,0,1,16384
native-expanded,012-Water-Dust-packed-32-baseline-w32-s02,density_swaps,Water,Dust,0,1,16384
native-expanded,012-Water-Dust-packed-32-baseline-w32-s03,density_swaps,Water,Dust,0,1,16384
native-expanded,012-Water-Dust-packed-32-baseline-w32-s04,density_swaps,Water,Dust,0,1,16384
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s00,density_swaps,Sand,Oil,0,1,16384
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s01,density_swaps,Sand,Oil,0,1,16384
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s02,density_swaps,Sand,Oil,0,1,16384
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s03,density_swaps,Sand,Oil,0,1,16384
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s04,density_swaps,Sand,Oil,0,1,16384
native-expanded,019-Sand-Brine-packed-32-baseline-w32-s00,density_swaps,Sand,Brine,0,1,16384
native-expanded,019-Sand-Brine-packed-32-baseline-w32-s01,density_swaps,Sand,Brine,0,1,16384
native-expanded,019-Sand-Brine-packed-32-baseline-w32-s02,density_swaps,Sand,Brine,0,1,16384
native-expanded,019-Sand-Brine-packed-32-baseline-w32-s03,density_swaps,Sand,Brine,0,1,16384
native-expanded,019-Sand-Brine-packed-32-baseline-w32-s04,density_swaps,Sand,Brine,0,1,16384
native-expanded,020-Brine-Dust-packed-32-baseline-w32-s00,density_swaps,Brine,Dust,0,1,16384
native-expanded,020-Brine-Dust-packed-32-baseline-w32-s01,density_swaps,Brine,Dust,0,1,16384
native-expanded,020-Brine-Dust-packed-32-baseline-w32-s02,density_swaps,Brine,Dust,0,1,16384
native-expanded,020-Brine-Dust-packed-32-baseline-w32-s03,density_swaps,Brine,Dust,0,1,16384
native-expanded,020-Brine-Dust-packed-32-baseline-w32-s04,density_swaps,Brine,Dust,0,1,16384
native-expanded,023-Sand-Paste-packed-32-baseline-w32-s00,density_swaps,Sand,Paste,0,1,16384
native-expanded,023-Sand-Paste-packed-32-baseline-w32-s01,density_swaps,Sand,Paste,0,1,16384
native-expanded,023-Sand-Paste-packed-32-baseline-w32-s02,density_swaps,Sand,Paste,0,1,16384
native-expanded,023-Sand-Paste-packed-32-baseline-w32-s03,density_swaps,Sand,Paste,0,1,16384
native-expanded,023-Sand-Paste-packed-32-baseline-w32-s04,density_swaps,Sand,Paste,0,1,16384
native-expanded,024-Paste-Dust-packed-32-baseline-w32-s00,density_swaps,Paste,Dust,0,1,16384
native-expanded,024-Paste-Dust-packed-32-baseline-w32-s01,density_swaps,Paste,Dust,0,1,16384
native-expanded,024-Paste-Dust-packed-32-baseline-w32-s02,density_swaps,Paste,Dust,0,1,16384
native-expanded,024-Paste-Dust-packed-32-baseline-w32-s03,density_swaps,Paste,Dust,0,1,16384
native-expanded,024-Paste-Dust-packed-32-baseline-w32-s04,density_swaps,Paste,Dust,0,1,16384
native-expanded,026-Lava-Sand-packed-32-baseline-w32-s00,density_swaps,Lava,Sand,0,1,16384
native-expanded,026-Lava-Sand-packed-32-baseline-w32-s01,density_swaps,Lava,Sand,0,1,16384
native-expanded,026-Lava-Sand-packed-32-baseline-w32-s02,density_swaps,Lava,Sand,0,1,16384
native-expanded,026-Lava-Sand-packed-32-baseline-w32-s03,density_swaps,Lava,Sand,0,1,16384
native-expanded,026-Lava-Sand-packed-32-baseline-w32-s04,density_swaps,Lava,Sand,0,1,16384
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s00,empty_moves,6,Empty,-1,-1,1362
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s00,empty_moves,4,Empty,-1,-1,4071
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s00,density_swaps,Dust,6,-1,1,17
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s00,empty_moves,6,Empty,1,0,1229
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s00,empty_moves,4,Empty,1,0,4193
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s00,density_swaps,Lava,Dust,0,1,6811
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s00,conversions,4,Empty,0,0,1020
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s00,conversions,6,4,0,0,1024
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s00,conversions,Dust,6,0,0,1024
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s00,empty_moves,6,Empty,-1,0,1216
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s00,empty_moves,4,Empty,-1,0,4395
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s00,empty_moves,6,Empty,1,-1,1354
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s00,empty_moves,4,Empty,1,-1,4733
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s00,density_swaps,Dust,6,1,1,58
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s00,empty_moves,6,Empty,0,-1,1552
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s00,empty_moves,4,Empty,0,-1,76791
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s00,density_swaps,Lava,6,0,1,9573
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s00,density_swaps,Dust,6,0,1,269
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s01,empty_moves,6,Empty,-1,-1,1340
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s01,empty_moves,4,Empty,-1,-1,4494
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s01,density_swaps,Dust,6,-1,1,44
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s01,empty_moves,6,Empty,1,0,1115
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s01,empty_moves,4,Empty,1,0,5362
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s01,density_swaps,Lava,Dust,0,1,5721
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s01,conversions,4,Empty,0,0,1020
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s01,conversions,6,4,0,0,1024
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s01,conversions,Dust,6,0,0,1024
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s01,empty_moves,6,Empty,-1,0,1176
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s01,empty_moves,4,Empty,-1,0,5305
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s01,empty_moves,6,Empty,1,-1,1289
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s01,empty_moves,4,Empty,1,-1,4531
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s01,density_swaps,Dust,6,1,1,41
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s01,empty_moves,6,Empty,0,-1,1384
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s01,empty_moves,4,Empty,0,-1,83662
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s01,density_swaps,Lava,6,0,1,10663
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s01,density_swaps,Dust,6,0,1,249
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s02,empty_moves,6,Empty,-1,-1,1324
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s02,empty_moves,4,Empty,-1,-1,4573
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s02,density_swaps,Dust,6,-1,1,84
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s02,empty_moves,6,Empty,1,0,1154
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s02,empty_moves,4,Empty,1,0,4687
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s02,density_swaps,Lava,Dust,0,1,4864
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s02,conversions,4,Empty,0,0,1020
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s02,conversions,6,4,0,0,1024
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s02,conversions,Dust,6,0,0,1024
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s02,empty_moves,6,Empty,-1,0,1140
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s02,empty_moves,4,Empty,-1,0,4604
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s02,empty_moves,6,Empty,1,-1,1311
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s02,empty_moves,4,Empty,1,-1,4822
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s02,density_swaps,Dust,6,1,1,25
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s02,empty_moves,6,Empty,0,-1,1493
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s02,empty_moves,4,Empty,0,-1,90483
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s02,density_swaps,Lava,6,0,1,11520
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s02,density_swaps,Dust,6,0,1,215
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s03,empty_moves,6,Empty,-1,-1,1307
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s03,empty_moves,4,Empty,-1,-1,4111
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s03,density_swaps,Dust,6,-1,1,64
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s03,empty_moves,6,Empty,1,0,1248
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s03,empty_moves,4,Empty,1,0,6004
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s03,density_swaps,Lava,Dust,0,1,6306
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s03,conversions,4,Empty,0,0,1019
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s03,conversions,6,4,0,0,1024
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s03,conversions,Dust,6,0,0,1024
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s03,empty_moves,6,Empty,-1,0,1181
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s03,empty_moves,4,Empty,-1,0,6477
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s03,empty_moves,6,Empty,1,-1,1372
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s03,empty_moves,4,Empty,1,-1,5034
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s03,density_swaps,Dust,6,1,1,15
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s03,empty_moves,6,Empty,0,-1,1488
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s03,empty_moves,4,Empty,0,-1,77784
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s03,density_swaps,Lava,6,0,1,10078
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s03,density_swaps,Dust,6,0,1,236
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s04,empty_moves,6,Empty,-1,-1,1340
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s04,empty_moves,4,Empty,-1,-1,4767
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s04,density_swaps,Dust,6,-1,1,55
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s04,empty_moves,6,Empty,1,0,1197
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s04,empty_moves,4,Empty,1,0,5353
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s04,density_swaps,Lava,Dust,0,1,5553
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s04,conversions,4,Empty,0,0,1020
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s04,conversions,6,4,0,0,1024
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s04,conversions,Dust,6,0,0,1024
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s04,empty_moves,6,Empty,-1,0,1177
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s04,empty_moves,4,Empty,-1,0,5270
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s04,empty_moves,6,Empty,1,-1,1309
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s04,empty_moves,4,Empty,1,-1,4635
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s04,density_swaps,Dust,6,1,1,28
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s04,empty_moves,6,Empty,0,-1,1382
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s04,empty_moves,4,Empty,0,-1,84469
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s04,density_swaps,Lava,6,0,1,10831
native-expanded,028-Lava-Dust-packed-32-baseline-w32-s04,density_swaps,Dust,6,0,1,233
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s00,empty_moves,6,Empty,-1,-1,618
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s00,empty_moves,4,Empty,-1,-1,1396
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s00,density_swaps,Dust,6,-1,1,62
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s00,empty_moves,6,Empty,1,0,572
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s00,empty_moves,4,Empty,1,0,4865
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s00,conversions,4,Empty,0,0,508
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s00,conversions,6,4,0,0,512
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s00,conversions,Dust,6,0,0,512
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s00,empty_moves,6,Empty,-1,0,554
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s00,empty_moves,4,Empty,-1,0,4827
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s00,empty_moves,6,Empty,1,-1,663
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s00,empty_moves,4,Empty,1,-1,1432
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s00,density_swaps,Dust,6,1,1,68
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s00,empty_moves,6,Empty,0,-1,734
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s00,empty_moves,4,Empty,0,-1,37670
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s00,density_swaps,Dust,6,0,1,981
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s01,empty_moves,6,Empty,-1,-1,684
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s01,empty_moves,4,Empty,-1,-1,1393
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s01,density_swaps,Dust,6,-1,1,43
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s01,empty_moves,6,Empty,1,0,606
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s01,empty_moves,4,Empty,1,0,3792
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s01,conversions,4,Empty,0,0,508
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s01,conversions,6,4,0,0,512
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s01,conversions,Dust,6,0,0,512
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s01,empty_moves,6,Empty,-1,0,616
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s01,empty_moves,4,Empty,-1,0,3779
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s01,empty_moves,6,Empty,1,-1,694
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s01,empty_moves,4,Empty,1,-1,1496
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s01,density_swaps,Dust,6,1,1,59
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s01,empty_moves,6,Empty,0,-1,710
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s01,empty_moves,4,Empty,0,-1,41062
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s01,density_swaps,Dust,6,0,1,1010
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s02,empty_moves,6,Empty,-1,-1,705
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s02,empty_moves,4,Empty,-1,-1,1418
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s02,density_swaps,Dust,6,-1,1,50
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s02,empty_moves,6,Empty,1,0,617
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s02,empty_moves,4,Empty,1,0,3606
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s02,conversions,4,Empty,0,0,508
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s02,conversions,6,4,0,0,512
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s02,conversions,Dust,6,0,0,512
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s02,empty_moves,6,Empty,-1,0,618
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s02,empty_moves,4,Empty,-1,0,3792
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s02,empty_moves,6,Empty,1,-1,721
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s02,empty_moves,4,Empty,1,-1,1710
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s02,density_swaps,Dust,6,1,1,53
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s02,empty_moves,6,Empty,0,-1,803
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s02,empty_moves,4,Empty,0,-1,44415
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s02,density_swaps,Dust,6,0,1,921
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s03,empty_moves,6,Empty,-1,-1,665
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s03,empty_moves,4,Empty,-1,-1,1414
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s03,density_swaps,Dust,6,-1,1,40
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s03,empty_moves,6,Empty,1,0,633
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s03,empty_moves,4,Empty,1,0,3667
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s03,conversions,4,Empty,0,0,509
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s03,conversions,6,4,0,0,512
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s03,conversions,Dust,6,0,0,512
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s03,empty_moves,6,Empty,-1,0,602
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s03,empty_moves,4,Empty,-1,0,3648
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s03,empty_moves,6,Empty,1,-1,696
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s03,empty_moves,4,Empty,1,-1,1464
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s03,density_swaps,Dust,6,1,1,42
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s03,empty_moves,6,Empty,0,-1,687
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s03,empty_moves,4,Empty,0,-1,38137
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s03,density_swaps,Dust,6,0,1,1038
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s04,empty_moves,6,Empty,-1,-1,703
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s04,empty_moves,4,Empty,-1,-1,1218
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s04,density_swaps,Dust,6,-1,1,41
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s04,empty_moves,6,Empty,1,0,628
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s04,empty_moves,4,Empty,1,0,4120
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s04,conversions,4,Empty,0,0,508
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s04,conversions,6,4,0,0,512
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s04,conversions,Dust,6,0,0,512
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s04,empty_moves,6,Empty,-1,0,585
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s04,empty_moves,4,Empty,-1,0,4179
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s04,empty_moves,6,Empty,1,-1,700
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s04,empty_moves,4,Empty,1,-1,1458
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s04,density_swaps,Dust,6,1,1,33
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s04,empty_moves,6,Empty,0,-1,705
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s04,empty_moves,4,Empty,0,-1,41759
native-expanded,029-Dust-Lava-packed-32-baseline-w32-s04,density_swaps,Dust,6,0,1,1011
native-expanded,034-Sand-Seed-packed-32-baseline-w32-s00,conversions,Seed,11,0,0,1024
native-expanded,034-Sand-Seed-packed-32-baseline-w32-s00,conversions,Empty,11,0,0,72
native-expanded,034-Sand-Seed-packed-32-baseline-w32-s00,density_swaps,Sand,Seed,0,1,16384
native-expanded,034-Sand-Seed-packed-32-baseline-w32-s01,conversions,Seed,11,0,0,1024
native-expanded,034-Sand-Seed-packed-32-baseline-w32-s01,conversions,Empty,11,0,0,71
native-expanded,034-Sand-Seed-packed-32-baseline-w32-s01,density_swaps,Sand,Seed,0,1,16384
native-expanded,034-Sand-Seed-packed-32-baseline-w32-s02,conversions,Seed,11,0,0,1024
native-expanded,034-Sand-Seed-packed-32-baseline-w32-s02,conversions,Empty,11,0,0,80
native-expanded,034-Sand-Seed-packed-32-baseline-w32-s02,density_swaps,Sand,Seed,0,1,16384
native-expanded,034-Sand-Seed-packed-32-baseline-w32-s03,conversions,Seed,11,0,0,1024
native-expanded,034-Sand-Seed-packed-32-baseline-w32-s03,conversions,Empty,11,0,0,75
native-expanded,034-Sand-Seed-packed-32-baseline-w32-s03,density_swaps,Sand,Seed,0,1,16384
native-expanded,034-Sand-Seed-packed-32-baseline-w32-s04,conversions,Seed,11,0,0,1024
native-expanded,034-Sand-Seed-packed-32-baseline-w32-s04,conversions,Empty,11,0,0,76
native-expanded,034-Sand-Seed-packed-32-baseline-w32-s04,density_swaps,Sand,Seed,0,1,16384
native-expanded,036-Sand-Sodium-packed-32-baseline-w32-s00,density_swaps,Sand,Sodium,0,1,16384
native-expanded,036-Sand-Sodium-packed-32-baseline-w32-s01,density_swaps,Sand,Sodium,0,1,16384
native-expanded,036-Sand-Sodium-packed-32-baseline-w32-s02,density_swaps,Sand,Sodium,0,1,16384
native-expanded,036-Sand-Sodium-packed-32-baseline-w32-s03,density_swaps,Sand,Sodium,0,1,16384
native-expanded,036-Sand-Sodium-packed-32-baseline-w32-s04,density_swaps,Sand,Sodium,0,1,16384
native-expanded,038-Sand-Coal-packed-32-baseline-w32-s00,density_swaps,Sand,Coal,0,1,16384
native-expanded,038-Sand-Coal-packed-32-baseline-w32-s01,density_swaps,Sand,Coal,0,1,16384
native-expanded,038-Sand-Coal-packed-32-baseline-w32-s02,density_swaps,Sand,Coal,0,1,16384
native-expanded,038-Sand-Coal-packed-32-baseline-w32-s03,density_swaps,Sand,Coal,0,1,16384
native-expanded,038-Sand-Coal-packed-32-baseline-w32-s04,density_swaps,Sand,Coal,0,1,16384
native-expanded,039-Stone-Dust-packed-32-baseline-w32-s00,density_swaps,Stone,Dust,0,1,15936
native-expanded,039-Stone-Dust-packed-32-baseline-w32-s01,density_swaps,Stone,Dust,0,1,15388
native-expanded,039-Stone-Dust-packed-32-baseline-w32-s02,density_swaps,Stone,Dust,0,1,15688
native-expanded,039-Stone-Dust-packed-32-baseline-w32-s03,density_swaps,Stone,Dust,0,1,15936
native-expanded,039-Stone-Dust-packed-32-baseline-w32-s04,density_swaps,Stone,Dust,0,1,15318
native-expanded,040-Stone-Seed-packed-32-baseline-w32-s00,density_swaps,Stone,Seed,0,1,15936
native-expanded,040-Stone-Seed-packed-32-baseline-w32-s01,density_swaps,Stone,Seed,0,1,15388
native-expanded,040-Stone-Seed-packed-32-baseline-w32-s02,density_swaps,Stone,Seed,0,1,15688
native-expanded,040-Stone-Seed-packed-32-baseline-w32-s03,density_swaps,Stone,Seed,0,1,15936
native-expanded,040-Stone-Seed-packed-32-baseline-w32-s04,density_swaps,Stone,Seed,0,1,15318
native-expanded,041-Stone-Salt-packed-32-baseline-w32-s00,density_swaps,Stone,Salt,0,1,15936
native-expanded,041-Stone-Salt-packed-32-baseline-w32-s01,density_swaps,Stone,Salt,0,1,15388
native-expanded,041-Stone-Salt-packed-32-baseline-w32-s02,density_swaps,Stone,Salt,0,1,15688
native-expanded,041-Stone-Salt-packed-32-baseline-w32-s03,density_swaps,Stone,Salt,0,1,15936
native-expanded,041-Stone-Salt-packed-32-baseline-w32-s04,density_swaps,Stone,Salt,0,1,15318
native-expanded,042-Stone-Sodium-packed-32-baseline-w32-s00,density_swaps,Stone,Sodium,0,1,15936
