group,id,material,initial_count,final_count,initial_sum_y,final_sum_y
native-expanded,069-Sodium-Sand-packed-32-baseline-w32-s03,Sand,1024,1024,115200,115200
native-expanded,069-Sodium-Sand-packed-32-baseline-w32-s03,Sodium,512,512,45312,45312
native-expanded,069-Sodium-Sand-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,069-Sodium-Sand-packed-32-baseline-w32-s04,Sand,1024,1024,122368,122368
native-expanded,069-Sodium-Sand-packed-32-baseline-w32-s04,Sodium,512,512,48896,48896
native-expanded,070-Sodium-Stone-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,070-Sodium-Stone-packed-32-baseline-w32-s00,Stone,1024,1024,114176,114176
native-expanded,070-Sodium-Stone-packed-32-baseline-w32-s00,Sodium,512,512,44800,44800
native-expanded,070-Sodium-Stone-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,070-Sodium-Stone-packed-32-baseline-w32-s01,Stone,1024,1024,121344,121344
native-expanded,070-Sodium-Stone-packed-32-baseline-w32-s01,Sodium,512,512,48384,48384
native-expanded,070-Sodium-Stone-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,070-Sodium-Stone-packed-32-baseline-w32-s02,Stone,1024,1024,128512,128512
native-expanded,070-Sodium-Stone-packed-32-baseline-w32-s02,Sodium,512,512,51968,51968
native-expanded,070-Sodium-Stone-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,070-Sodium-Stone-packed-32-baseline-w32-s03,Stone,1024,1024,115200,115200
native-expanded,070-Sodium-Stone-packed-32-baseline-w32-s03,Sodium,512,512,45312,45312
native-expanded,070-Sodium-Stone-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,070-Sodium-Stone-packed-32-baseline-w32-s04,Stone,1024,1024,122368,122368
native-expanded,070-Sodium-Stone-packed-32-baseline-w32-s04,Sodium,512,512,48896,48896
native-expanded,071-Sodium-Dust-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,071-Sodium-Dust-packed-32-baseline-w32-s00,Dust,1024,1024,114176,97792
native-expanded,071-Sodium-Dust-packed-32-baseline-w32-s00,Sodium,512,512,44800,61184
native-expanded,071-Sodium-Dust-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,071-Sodium-Dust-packed-32-baseline-w32-s01,Dust,1024,1024,121344,104960
native-expanded,071-Sodium-Dust-packed-32-baseline-w32-s01,Sodium,512,512,48384,64768
native-expanded,071-Sodium-Dust-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,071-Sodium-Dust-packed-32-baseline-w32-s02,Dust,1024,1024,128512,112128
native-expanded,071-Sodium-Dust-packed-32-baseline-w32-s02,Sodium,512,512,51968,68352
native-expanded,071-Sodium-Dust-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,071-Sodium-Dust-packed-32-baseline-w32-s03,Dust,1024,1024,115200,98816
native-expanded,071-Sodium-Dust-packed-32-baseline-w32-s03,Sodium,512,512,45312,61696
native-expanded,071-Sodium-Dust-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,071-Sodium-Dust-packed-32-baseline-w32-s04,Dust,1024,1024,122368,105984
native-expanded,071-Sodium-Dust-packed-32-baseline-w32-s04,Sodium,512,512,48896,65280
native-expanded,072-Sodium-Seed-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,072-Sodium-Seed-packed-32-baseline-w32-s00,Seed,1024,1024,114176,97792
native-expanded,072-Sodium-Seed-packed-32-baseline-w32-s00,Sodium,512,512,44800,61184
native-expanded,072-Sodium-Seed-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,072-Sodium-Seed-packed-32-baseline-w32-s01,Seed,1024,1024,121344,104960
native-expanded,072-Sodium-Seed-packed-32-baseline-w32-s01,Sodium,512,512,48384,64768
native-expanded,072-Sodium-Seed-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,072-Sodium-Seed-packed-32-baseline-w32-s02,Seed,1024,1024,128512,112128
native-expanded,072-Sodium-Seed-packed-32-baseline-w32-s02,Sodium,512,512,51968,68352
native-expanded,072-Sodium-Seed-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,072-Sodium-Seed-packed-32-baseline-w32-s03,Seed,1024,1024,115200,98816
native-expanded,072-Sodium-Seed-packed-32-baseline-w32-s03,Sodium,512,512,45312,61696
native-expanded,072-Sodium-Seed-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,072-Sodium-Seed-packed-32-baseline-w32-s04,Seed,1024,1024,122368,105984
native-expanded,072-Sodium-Seed-packed-32-baseline-w32-s04,Sodium,512,512,48896,65280
native-expanded,073-Sodium-Salt-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,073-Sodium-Salt-packed-32-baseline-w32-s00,Salt,1024,1024,114176,114176
native-expanded,073-Sodium-Salt-packed-32-baseline-w32-s00,Sodium,512,512,44800,44800
native-expanded,073-Sodium-Salt-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,073-Sodium-Salt-packed-32-baseline-w32-s01,Salt,1024,1024,121344,121344
native-expanded,073-Sodium-Salt-packed-32-baseline-w32-s01,Sodium,512,512,48384,48384
native-expanded,073-Sodium-Salt-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,073-Sodium-Salt-packed-32-baseline-w32-s02,Salt,1024,1024,128512,128512
native-expanded,073-Sodium-Salt-packed-32-baseline-w32-s02,Sodium,512,512,51968,51968
native-expanded,073-Sodium-Salt-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,073-Sodium-Salt-packed-32-baseline-w32-s03,Salt,1024,1024,115200,115200
native-expanded,073-Sodium-Salt-packed-32-baseline-w32-s03,Sodium,512,512,45312,45312
native-expanded,073-Sodium-Salt-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,073-Sodium-Salt-packed-32-baseline-w32-s04,Salt,1024,1024,122368,122368
native-expanded,073-Sodium-Salt-packed-32-baseline-w32-s04,Sodium,512,512,48896,48896
native-expanded,074-Sodium-Gunpowder-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,074-Sodium-Gunpowder-packed-32-baseline-w32-s00,Sodium,512,512,44800,44800
native-expanded,074-Sodium-Gunpowder-packed-32-baseline-w32-s00,Gunpowder,1024,1024,114176,114176
native-expanded,074-Sodium-Gunpowder-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,074-Sodium-Gunpowder-packed-32-baseline-w32-s01,Sodium,512,512,48384,48384
native-expanded,074-Sodium-Gunpowder-packed-32-baseline-w32-s01,Gunpowder,1024,1024,121344,121344
native-expanded,074-Sodium-Gunpowder-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,074-Sodium-Gunpowder-packed-32-baseline-w32-s02,Sodium,512,512,51968,51968
native-expanded,074-Sodium-Gunpowder-packed-32-baseline-w32-s02,Gunpowder,1024,1024,128512,128512
native-expanded,074-Sodium-Gunpowder-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,074-Sodium-Gunpowder-packed-32-baseline-w32-s03,Sodium,512,512,45312,45312
native-expanded,074-Sodium-Gunpowder-packed-32-baseline-w32-s03,Gunpowder,1024,1024,115200,115200
native-expanded,074-Sodium-Gunpowder-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,074-Sodium-Gunpowder-packed-32-baseline-w32-s04,Sodium,512,512,48896,48896
native-expanded,074-Sodium-Gunpowder-packed-32-baseline-w32-s04,Gunpowder,1024,1024,122368,122368
native-expanded,075-Sodium-Coal-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,075-Sodium-Coal-packed-32-baseline-w32-s00,Sodium,512,512,44800,44800
native-expanded,075-Sodium-Coal-packed-32-baseline-w32-s00,Coal,1024,1024,114176,114176
native-expanded,075-Sodium-Coal-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,075-Sodium-Coal-packed-32-baseline-w32-s01,Sodium,512,512,48384,48384
native-expanded,075-Sodium-Coal-packed-32-baseline-w32-s01,Coal,1024,1024,121344,121344
native-expanded,075-Sodium-Coal-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,075-Sodium-Coal-packed-32-baseline-w32-s02,Sodium,512,512,51968,51968
native-expanded,075-Sodium-Coal-packed-32-baseline-w32-s02,Coal,1024,1024,128512,128512
native-expanded,075-Sodium-Coal-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,075-Sodium-Coal-packed-32-baseline-w32-s03,Sodium,512,512,45312,45312
native-expanded,075-Sodium-Coal-packed-32-baseline-w32-s03,Coal,1024,1024,115200,115200
native-expanded,075-Sodium-Coal-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,075-Sodium-Coal-packed-32-baseline-w32-s04,Sodium,512,512,48896,48896
native-expanded,075-Sodium-Coal-packed-32-baseline-w32-s04,Coal,1024,1024,122368,122368
native-expanded,076-Sodium-Rust-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,076-Sodium-Rust-packed-32-baseline-w32-s00,Sodium,512,512,44800,44800
native-expanded,076-Sodium-Rust-packed-32-baseline-w32-s00,Rust,1024,1024,114176,114176
native-expanded,076-Sodium-Rust-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,076-Sodium-Rust-packed-32-baseline-w32-s01,Sodium,512,512,48384,48384
native-expanded,076-Sodium-Rust-packed-32-baseline-w32-s01,Rust,1024,1024,121344,121344
native-expanded,076-Sodium-Rust-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,076-Sodium-Rust-packed-32-baseline-w32-s02,Sodium,512,512,51968,51968
native-expanded,076-Sodium-Rust-packed-32-baseline-w32-s02,Rust,1024,1024,128512,128512
native-expanded,076-Sodium-Rust-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,076-Sodium-Rust-packed-32-baseline-w32-s03,Sodium,512,512,45312,45312
native-expanded,076-Sodium-Rust-packed-32-baseline-w32-s03,Rust,1024,1024,115200,115200
native-expanded,076-Sodium-Rust-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,076-Sodium-Rust-packed-32-baseline-w32-s04,Sodium,512,512,48896,48896
native-expanded,076-Sodium-Rust-packed-32-baseline-w32-s04,Rust,1024,1024,122368,122368
native-expanded,077-Gunpowder-Sand-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,077-Gunpowder-Sand-packed-32-baseline-w32-s00,Sand,1024,1024,114176,97792
native-expanded,077-Gunpowder-Sand-packed-32-baseline-w32-s00,Gunpowder,512,512,44800,61184
native-expanded,077-Gunpowder-Sand-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,077-Gunpowder-Sand-packed-32-baseline-w32-s01,Sand,1024,1024,121344,104960
native-expanded,077-Gunpowder-Sand-packed-32-baseline-w32-s01,Gunpowder,512,512,48384,64768
native-expanded,077-Gunpowder-Sand-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,077-Gunpowder-Sand-packed-32-baseline-w32-s02,Sand,1024,1024,128512,112128
native-expanded,077-Gunpowder-Sand-packed-32-baseline-w32-s02,Gunpowder,512,512,51968,68352
native-expanded,077-Gunpowder-Sand-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,077-Gunpowder-Sand-packed-32-baseline-w32-s03,Sand,1024,1024,115200,98816
native-expanded,077-Gunpowder-Sand-packed-32-baseline-w32-s03,Gunpowder,512,512,45312,61696
native-expanded,077-Gunpowder-Sand-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,077-Gunpowder-Sand-packed-32-baseline-w32-s04,Sand,1024,1024,122368,105984
native-expanded,077-Gunpowder-Sand-packed-32-baseline-w32-s04,Gunpowder,512,512,48896,65280
native-expanded,078-Gunpowder-Stone-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,078-Gunpowder-Stone-packed-32-baseline-w32-s00,Stone,1024,1024,114176,114176
native-expanded,078-Gunpowder-Stone-packed-32-baseline-w32-s00,Gunpowder,512,512,44800,44800
native-expanded,078-Gunpowder-Stone-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,078-Gunpowder-Stone-packed-32-baseline-w32-s01,Stone,1024,1024,121344,121344
native-expanded,078-Gunpowder-Stone-packed-32-baseline-w32-s01,Gunpowder,512,512,48384,48384
native-expanded,078-Gunpowder-Stone-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,078-Gunpowder-Stone-packed-32-baseline-w32-s02,Stone,1024,1024,128512,128512
native-expanded,078-Gunpowder-Stone-packed-32-baseline-w32-s02,Gunpowder,512,512,51968,51968
native-expanded,078-Gunpowder-Stone-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,078-Gunpowder-Stone-packed-32-baseline-w32-s03,Stone,1024,1024,115200,115200
native-expanded,078-Gunpowder-Stone-packed-32-baseline-w32-s03,Gunpowder,512,512,45312,45312
native-expanded,078-Gunpowder-Stone-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,078-Gunpowder-Stone-packed-32-baseline-w32-s04,Stone,1024,1024,122368,122368
native-expanded,078-Gunpowder-Stone-packed-32-baseline-w32-s04,Gunpowder,512,512,48896,48896
native-expanded,079-Gunpowder-Dust-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,079-Gunpowder-Dust-packed-32-baseline-w32-s00,Dust,1024,1024,114176,97792
native-expanded,079-Gunpowder-Dust-packed-32-baseline-w32-s00,Gunpowder,512,512,44800,61184
native-expanded,079-Gunpowder-Dust-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,079-Gunpowder-Dust-packed-32-baseline-w32-s01,Dust,1024,1024,121344,104960
native-expanded,079-Gunpowder-Dust-packed-32-baseline-w32-s01,Gunpowder,512,512,48384,64768
native-expanded,079-Gunpowder-Dust-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,079-Gunpowder-Dust-packed-32-baseline-w32-s02,Dust,1024,1024,128512,112128
native-expanded,079-Gunpowder-Dust-packed-32-baseline-w32-s02,Gunpowder,512,512,51968,68352
native-expanded,079-Gunpowder-Dust-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,079-Gunpowder-Dust-packed-32-baseline-w32-s03,Dust,1024,1024,115200,98816
native-expanded,079-Gunpowder-Dust-packed-32-baseline-w32-s03,Gunpowder,512,512,45312,61696
native-expanded,079-Gunpowder-Dust-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,079-Gunpowder-Dust-packed-32-baseline-w32-s04,Dust,1024,1024,122368,105984
native-expanded,079-Gunpowder-Dust-packed-32-baseline-w32-s04,Gunpowder,512,512,48896,65280
native-expanded,080-Gunpowder-Seed-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,080-Gunpowder-Seed-packed-32-baseline-w32-s00,Seed,1024,1024,114176,97792
native-expanded,080-Gunpowder-Seed-packed-32-baseline-w32-s00,Gunpowder,512,512,44800,61184
native-expanded,080-Gunpowder-Seed-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,080-Gunpowder-Seed-packed-32-baseline-w32-s01,Seed,1024,1024,121344,104960
native-expanded,080-Gunpowder-Seed-packed-32-baseline-w32-s01,Gunpowder,512,512,48384,64768
native-expanded,080-Gunpowder-Seed-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,080-Gunpowder-Seed-packed-32-baseline-w32-s02,Seed,1024,1024,128512,112128
native-expanded,080-Gunpowder-Seed-packed-32-baseline-w32-s02,Gunpowder,512,512,51968,68352
native-expanded,080-Gunpowder-Seed-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,080-Gunpowder-Seed-packed-32-baseline-w32-s03,Seed,1024,1024,115200,98816
native-expanded,080-Gunpowder-Seed-packed-32-baseline-w32-s03,Gunpowder,512,512,45312,61696
native-expanded,080-Gunpowder-Seed-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,080-Gunpowder-Seed-packed-32-baseline-w32-s04,Seed,1024,1024,122368,105984
native-expanded,080-Gunpowder-Seed-packed-32-baseline-w32-s04,Gunpowder,512,512,48896,65280
native-expanded,081-Gunpowder-Salt-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,081-Gunpowder-Salt-packed-32-baseline-w32-s00,Salt,1024,1024,114176,114176
native-expanded,081-Gunpowder-Salt-packed-32-baseline-w32-s00,Gunpowder,512,512,44800,44800
native-expanded,081-Gunpowder-Salt-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,081-Gunpowder-Salt-packed-32-baseline-w32-s01,Salt,1024,1024,121344,121344
native-expanded,081-Gunpowder-Salt-packed-32-baseline-w32-s01,Gunpowder,512,512,48384,48384
native-expanded,081-Gunpowder-Salt-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,081-Gunpowder-Salt-packed-32-baseline-w32-s02,Salt,1024,1024,128512,128512
native-expanded,081-Gunpowder-Salt-packed-32-baseline-w32-s02,Gunpowder,512,512,51968,51968
native-expanded,081-Gunpowder-Salt-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,081-Gunpowder-Salt-packed-32-baseline-w32-s03,Salt,1024,1024,115200,115200
native-expanded,081-Gunpowder-Salt-packed-32-baseline-w32-s03,Gunpowder,512,512,45312,45312
native-expanded,081-Gunpowder-Salt-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,081-Gunpowder-Salt-packed-32-baseline-w32-s04,Salt,1024,1024,122368,122368
native-expanded,081-Gunpowder-Salt-packed-32-baseline-w32-s04,Gunpowder,512,512,48896,48896
native-expanded,082-Gunpowder-Sodium-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,082-Gunpowder-Sodium-packed-32-baseline-w32-s00,Sodium,1024,1024,114176,97792
native-expanded,082-Gunpowder-Sodium-packed-32-baseline-w32-s00,Gunpowder,512,512,44800,61184
native-expanded,082-Gunpowder-Sodium-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,082-Gunpowder-Sodium-packed-32-baseline-w32-s01,Sodium,1024,1024,121344,104960
native-expanded,082-Gunpowder-Sodium-packed-32-baseline-w32-s01,Gunpowder,512,512,48384,64768
native-expanded,082-Gunpowder-Sodium-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,082-Gunpowder-Sodium-packed-32-baseline-w32-s02,Sodium,1024,1024,128512,112128
native-expanded,082-Gunpowder-Sodium-packed-32-baseline-w32-s02,Gunpowder,512,512,51968,68352
native-expanded,082-Gunpowder-Sodium-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,082-Gunpowder-Sodium-packed-32-baseline-w32-s03,Sodium,1024,1024,115200,98816
native-expanded,082-Gunpowder-Sodium-packed-32-baseline-w32-s03,Gunpowder,512,512,45312,61696
native-expanded,082-Gunpowder-Sodium-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,082-Gunpowder-Sodium-packed-32-baseline-w32-s04,Sodium,1024,1024,122368,105984
native-expanded,082-Gunpowder-Sodium-packed-32-baseline-w32-s04,Gunpowder,512,512,48896,65280
native-expanded,083-Gunpowder-Coal-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,083-Gunpowder-Coal-packed-32-baseline-w32-s00,Gunpowder,512,512,44800,61184
native-expanded,083-Gunpowder-Coal-packed-32-baseline-w32-s00,Coal,1024,1024,114176,97792
native-expanded,083-Gunpowder-Coal-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,083-Gunpowder-Coal-packed-32-baseline-w32-s01,Gunpowder,512,512,48384,64768
native-expanded,083-Gunpowder-Coal-packed-32-baseline-w32-s01,Coal,1024,1024,121344,104960
native-expanded,083-Gunpowder-Coal-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,083-Gunpowder-Coal-packed-32-baseline-w32-s02,Gunpowder,512,512,51968,68352
native-expanded,083-Gunpowder-Coal-packed-32-baseline-w32-s02,Coal,1024,1024,128512,112128
native-expanded,083-Gunpowder-Coal-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,083-Gunpowder-Coal-packed-32-baseline-w32-s03,Gunpowder,512,512,45312,61696
native-expanded,083-Gunpowder-Coal-packed-32-baseline-w32-s03,Coal,1024,1024,115200,98816
native-expanded,083-Gunpowder-Coal-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,083-Gunpowder-Coal-packed-32-baseline-w32-s04,Gunpowder,512,512,48896,65280
native-expanded,083-Gunpowder-Coal-packed-32-baseline-w32-s04,Coal,1024,1024,122368,105984
native-expanded,084-Gunpowder-Rust-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,084-Gunpowder-Rust-packed-32-baseline-w32-s00,Gunpowder,512,512,44800,44800
native-expanded,084-Gunpowder-Rust-packed-32-baseline-w32-s00,Rust,1024,1024,114176,114176
native-expanded,084-Gunpowder-Rust-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,084-Gunpowder-Rust-packed-32-baseline-w32-s01,Gunpowder,512,512,48384,48384
native-expanded,084-Gunpowder-Rust-packed-32-baseline-w32-s01,Rust,1024,1024,121344,121344
native-expanded,084-Gunpowder-Rust-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,084-Gunpowder-Rust-packed-32-baseline-w32-s02,Gunpowder,512,512,51968,51968
native-expanded,084-Gunpowder-Rust-packed-32-baseline-w32-s02,Rust,1024,1024,128512,128512
native-expanded,084-Gunpowder-Rust-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,084-Gunpowder-Rust-packed-32-baseline-w32-s03,Gunpowder,512,512,45312,45312
native-expanded,084-Gunpowder-Rust-packed-32-baseline-w32-s03,Rust,1024,1024,115200,115200
native-expanded,084-Gunpowder-Rust-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,084-Gunpowder-Rust-packed-32-baseline-w32-s04,Gunpowder,512,512,48896,48896
native-expanded,084-Gunpowder-Rust-packed-32-baseline-w32-s04,Rust,1024,1024,122368,122368
native-expanded,085-Coal-Sand-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,085-Coal-Sand-packed-32-baseline-w32-s00,Sand,1024,1024,114176,114176
native-expanded,085-Coal-Sand-packed-32-baseline-w32-s00,Coal,512,512,44800,44800
native-expanded,085-Coal-Sand-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,085-Coal-Sand-packed-32-baseline-w32-s01,Sand,1024,1024,121344,121344
native-expanded,085-Coal-Sand-packed-32-baseline-w32-s01,Coal,512,512,48384,48384
native-expanded,085-Coal-Sand-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,085-Coal-Sand-packed-32-baseline-w32-s02,Sand,1024,1024,128512,128512
native-expanded,085-Coal-Sand-packed-32-baseline-w32-s02,Coal,512,512,51968,51968
native-expanded,085-Coal-Sand-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,085-Coal-Sand-packed-32-baseline-w32-s03,Sand,1024,1024,115200,115200
native-expanded,085-Coal-Sand-packed-32-baseline-w32-s03,Coal,512,512,45312,45312
native-expanded,085-Coal-Sand-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,085-Coal-Sand-packed-32-baseline-w32-s04,Sand,1024,1024,122368,122368
native-expanded,085-Coal-Sand-packed-32-baseline-w32-s04,Coal,512,512,48896,48896
native-expanded,086-Coal-Stone-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,086-Coal-Stone-packed-32-baseline-w32-s00,Stone,1024,1024,114176,114176
native-expanded,086-Coal-Stone-packed-32-baseline-w32-s00,Coal,512,512,44800,44800
native-expanded,086-Coal-Stone-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,086-Coal-Stone-packed-32-baseline-w32-s01,Stone,1024,1024,121344,121344
native-expanded,086-Coal-Stone-packed-32-baseline-w32-s01,Coal,512,512,48384,48384
native-expanded,086-Coal-Stone-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,086-Coal-Stone-packed-32-baseline-w32-s02,Stone,1024,1024,128512,128512
native-expanded,086-Coal-Stone-packed-32-baseline-w32-s02,Coal,512,512,51968,51968
native-expanded,086-Coal-Stone-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,086-Coal-Stone-packed-32-baseline-w32-s03,Stone,1024,1024,115200,115200
native-expanded,086-Coal-Stone-packed-32-baseline-w32-s03,Coal,512,512,45312,45312
native-expanded,086-Coal-Stone-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,086-Coal-Stone-packed-32-baseline-w32-s04,Stone,1024,1024,122368,122368
native-expanded,086-Coal-Stone-packed-32-baseline-w32-s04,Coal,512,512,48896,48896
native-expanded,087-Coal-Dust-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,087-Coal-Dust-packed-32-baseline-w32-s00,Dust,1024,1024,114176,97792
native-expanded,087-Coal-Dust-packed-32-baseline-w32-s00,Coal,512,512,44800,61184
native-expanded,087-Coal-Dust-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,087-Coal-Dust-packed-32-baseline-w32-s01,Dust,1024,1024,121344,104960
native-expanded,087-Coal-Dust-packed-32-baseline-w32-s01,Coal,512,512,48384,64768
native-expanded,087-Coal-Dust-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,087-Coal-Dust-packed-32-baseline-w32-s02,Dust,1024,1024,128512,112128
native-expanded,087-Coal-Dust-packed-32-baseline-w32-s02,Coal,512,512,51968,68352
native-expanded,087-Coal-Dust-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,087-Coal-Dust-packed-32-baseline-w32-s03,Dust,1024,1024,115200,98816
native-expanded,087-Coal-Dust-packed-32-baseline-w32-s03,Coal,512,512,45312,61696
native-expanded,087-Coal-Dust-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,087-Coal-Dust-packed-32-baseline-w32-s04,Dust,1024,1024,122368,105984
native-expanded,087-Coal-Dust-packed-32-baseline-w32-s04,Coal,512,512,48896,65280
native-expanded,088-Coal-Seed-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,088-Coal-Seed-packed-32-baseline-w32-s00,Seed,1024,1024,114176,97792
native-expanded,088-Coal-Seed-packed-32-baseline-w32-s00,Coal,512,512,44800,61184
native-expanded,088-Coal-Seed-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,088-Coal-Seed-packed-32-baseline-w32-s01,Seed,1024,1024,121344,104960
native-expanded,088-Coal-Seed-packed-32-baseline-w32-s01,Coal,512,512,48384,64768
native-expanded,088-Coal-Seed-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,088-Coal-Seed-packed-32-baseline-w32-s02,Seed,1024,1024,128512,112128
native-expanded,088-Coal-Seed-packed-32-baseline-w32-s02,Coal,512,512,51968,68352
native-expanded,088-Coal-Seed-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,088-Coal-Seed-packed-32-baseline-w32-s03,Seed,1024,1024,115200,98816
native-expanded,088-Coal-Seed-packed-32-baseline-w32-s03,Coal,512,512,45312,61696
native-expanded,088-Coal-Seed-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,088-Coal-Seed-packed-32-baseline-w32-s04,Seed,1024,1024,122368,105984
native-expanded,088-Coal-Seed-packed-32-baseline-w32-s04,Coal,512,512,48896,65280
