group,id,material,initial_count,final_count,initial_sum_y,final_sum_y
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s00,Sand,512,512,44800,61184
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s00,Dust,1024,1024,114176,97792
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s01,Sand,512,512,48384,64768
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s01,Dust,1024,1024,121344,104960
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s02,Sand,512,512,51968,68352
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s02,Dust,1024,1024,128512,112128
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s03,Sand,512,512,45312,61696
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s03,Dust,1024,1024,115200,98816
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s04,Sand,512,512,48896,65280
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s04,Dust,1024,1024,122368,105984
native-expanded,001-Dust-Sand-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,001-Dust-Sand-packed-32-baseline-w32-s00,Sand,1024,1024,114176,114176
native-expanded,001-Dust-Sand-packed-32-baseline-w32-s00,Dust,512,512,44800,44800
native-expanded,001-Dust-Sand-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,001-Dust-Sand-packed-32-baseline-w32-s01,Sand,1024,1024,121344,121344
native-expanded,001-Dust-Sand-packed-32-baseline-w32-s01,Dust,512,512,48384,48384
native-expanded,001-Dust-Sand-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,001-Dust-Sand-packed-32-baseline-w32-s02,Sand,1024,1024,128512,128512
native-expanded,001-Dust-Sand-packed-32-baseline-w32-s02,Dust,512,512,51968,51968
native-expanded,001-Dust-Sand-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,001-Dust-Sand-packed-32-baseline-w32-s03,Sand,1024,1024,115200,115200
native-expanded,001-Dust-Sand-packed-32-baseline-w32-s03,Dust,512,512,45312,45312
native-expanded,001-Dust-Sand-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,001-Dust-Sand-packed-32-baseline-w32-s04,Sand,1024,1024,122368,122368
native-expanded,001-Dust-Sand-packed-32-baseline-w32-s04,Dust,512,512,48896,48896
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s00,Sand,1024,1024,114176,98240
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s00,Stone,512,512,44800,60736
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s01,Sand,1024,1024,121344,105956
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s01,Stone,512,512,48384,63772
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s02,Sand,1024,1024,128512,112824
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s02,Stone,512,512,51968,67656
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s03,Sand,1024,1024,115200,99264
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s03,Stone,512,512,45312,61248
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s04,Sand,1024,1024,122368,107050
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s04,Stone,512,512,48896,64214
native-expanded,003-Sand-Stone-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,003-Sand-Stone-packed-32-baseline-w32-s00,Sand,512,512,44800,44800
native-expanded,003-Sand-Stone-packed-32-baseline-w32-s00,Stone,1024,1024,114176,114176
native-expanded,003-Sand-Stone-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,003-Sand-Stone-packed-32-baseline-w32-s01,Sand,512,512,48384,48384
native-expanded,003-Sand-Stone-packed-32-baseline-w32-s01,Stone,1024,1024,121344,121344
native-expanded,003-Sand-Stone-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,003-Sand-Stone-packed-32-baseline-w32-s02,Sand,512,512,51968,51968
native-expanded,003-Sand-Stone-packed-32-baseline-w32-s02,Stone,1024,1024,128512,128512
native-expanded,003-Sand-Stone-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,003-Sand-Stone-packed-32-baseline-w32-s03,Sand,512,512,45312,45312
native-expanded,003-Sand-Stone-packed-32-baseline-w32-s03,Stone,1024,1024,115200,115200
native-expanded,003-Sand-Stone-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,003-Sand-Stone-packed-32-baseline-w32-s04,Sand,512,512,48896,48896
native-expanded,003-Sand-Stone-packed-32-baseline-w32-s04,Stone,1024,1024,122368,122368
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s00,Sand,1024,1024,114176,97792
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s00,Rust,512,512,44800,61184
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s01,Sand,1024,1024,121344,104960
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s01,Rust,512,512,48384,64768
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s02,Sand,1024,1024,128512,112128
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s02,Rust,512,512,51968,68352
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s03,Sand,1024,1024,115200,98816
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s03,Rust,512,512,45312,61696
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s04,Sand,1024,1024,122368,105984
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s04,Rust,512,512,48896,65280
native-expanded,005-Sand-Rust-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,005-Sand-Rust-packed-32-baseline-w32-s00,Sand,512,512,44800,44800
native-expanded,005-Sand-Rust-packed-32-baseline-w32-s00,Rust,1024,1024,114176,114176
native-expanded,005-Sand-Rust-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,005-Sand-Rust-packed-32-baseline-w32-s01,Sand,512,512,48384,48384
native-expanded,005-Sand-Rust-packed-32-baseline-w32-s01,Rust,1024,1024,121344,121344
native-expanded,005-Sand-Rust-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,005-Sand-Rust-packed-32-baseline-w32-s02,Sand,512,512,51968,51968
native-expanded,005-Sand-Rust-packed-32-baseline-w32-s02,Rust,1024,1024,128512,128512
native-expanded,005-Sand-Rust-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,005-Sand-Rust-packed-32-baseline-w32-s03,Sand,512,512,45312,45312
native-expanded,005-Sand-Rust-packed-32-baseline-w32-s03,Rust,1024,1024,115200,115200
native-expanded,005-Sand-Rust-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,005-Sand-Rust-packed-32-baseline-w32-s04,Sand,512,512,48896,48896
native-expanded,005-Sand-Rust-packed-32-baseline-w32-s04,Rust,1024,1024,122368,122368
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s00,Sand,1024,1024,114176,97792
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s00,Mercury,512,512,44800,61184
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s01,Sand,1024,1024,121344,104960
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s01,Mercury,512,512,48384,64768
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s02,Sand,1024,1024,128512,112128
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s02,Mercury,512,512,51968,68352
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s03,Sand,1024,1024,115200,98816
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s03,Mercury,512,512,45312,61696
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s04,Sand,1024,1024,122368,105984
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s04,Mercury,512,512,48896,65280
native-expanded,007-Sand-Mercury-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,007-Sand-Mercury-packed-32-baseline-w32-s00,Sand,512,512,44800,44800
native-expanded,007-Sand-Mercury-packed-32-baseline-w32-s00,Mercury,1024,1024,114176,114176
native-expanded,007-Sand-Mercury-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,007-Sand-Mercury-packed-32-baseline-w32-s01,Sand,512,512,48384,48384
native-expanded,007-Sand-Mercury-packed-32-baseline-w32-s01,Mercury,1024,1024,121344,121344
native-expanded,007-Sand-Mercury-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,007-Sand-Mercury-packed-32-baseline-w32-s02,Sand,512,512,51968,51968
native-expanded,007-Sand-Mercury-packed-32-baseline-w32-s02,Mercury,1024,1024,128512,128512
native-expanded,007-Sand-Mercury-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,007-Sand-Mercury-packed-32-baseline-w32-s03,Sand,512,512,45312,45312
native-expanded,007-Sand-Mercury-packed-32-baseline-w32-s03,Mercury,1024,1024,115200,115200
native-expanded,007-Sand-Mercury-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,007-Sand-Mercury-packed-32-baseline-w32-s04,Sand,512,512,48896,48896
native-expanded,007-Sand-Mercury-packed-32-baseline-w32-s04,Mercury,1024,1024,122368,122368
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s00,Dust,1024,1024,114176,97792
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s00,Mercury,512,512,44800,61184
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s01,Dust,1024,1024,121344,104960
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s01,Mercury,512,512,48384,64768
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s02,Dust,1024,1024,128512,112128
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s02,Mercury,512,512,51968,68352
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s03,Dust,1024,1024,115200,98816
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s03,Mercury,512,512,45312,61696
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s04,Dust,1024,1024,122368,105984
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s04,Mercury,512,512,48896,65280
native-expanded,009-Dust-Mercury-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,009-Dust-Mercury-packed-32-baseline-w32-s00,Dust,512,512,44800,44800
native-expanded,009-Dust-Mercury-packed-32-baseline-w32-s00,Mercury,1024,1024,114176,114176
native-expanded,009-Dust-Mercury-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,009-Dust-Mercury-packed-32-baseline-w32-s01,Dust,512,512,48384,48384
native-expanded,009-Dust-Mercury-packed-32-baseline-w32-s01,Mercury,1024,1024,121344,121344
native-expanded,009-Dust-Mercury-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,009-Dust-Mercury-packed-32-baseline-w32-s02,Dust,512,512,51968,51968
native-expanded,009-Dust-Mercury-packed-32-baseline-w32-s02,Mercury,1024,1024,128512,128512
native-expanded,009-Dust-Mercury-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,009-Dust-Mercury-packed-32-baseline-w32-s03,Dust,512,512,45312,45312
native-expanded,009-Dust-Mercury-packed-32-baseline-w32-s03,Mercury,1024,1024,115200,115200
native-expanded,009-Dust-Mercury-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,009-Dust-Mercury-packed-32-baseline-w32-s04,Dust,512,512,48896,48896
native-expanded,009-Dust-Mercury-packed-32-baseline-w32-s04,Mercury,1024,1024,122368,122368
native-expanded,010-Water-Sand-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,010-Water-Sand-packed-32-baseline-w32-s00,Sand,1024,1024,114176,114176
native-expanded,010-Water-Sand-packed-32-baseline-w32-s00,Water,512,512,44800,44800
native-expanded,010-Water-Sand-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,010-Water-Sand-packed-32-baseline-w32-s01,Sand,1024,1024,121344,121344
native-expanded,010-Water-Sand-packed-32-baseline-w32-s01,Water,512,512,48384,48384
native-expanded,010-Water-Sand-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,010-Water-Sand-packed-32-baseline-w32-s02,Sand,1024,1024,128512,128512
native-expanded,010-Water-Sand-packed-32-baseline-w32-s02,Water,512,512,51968,51968
native-expanded,010-Water-Sand-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,010-Water-Sand-packed-32-baseline-w32-s03,Sand,1024,1024,115200,115200
native-expanded,010-Water-Sand-packed-32-baseline-w32-s03,Water,512,512,45312,45312
native-expanded,010-Water-Sand-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,010-Water-Sand-packed-32-baseline-w32-s04,Sand,1024,1024,122368,122368
native-expanded,010-Water-Sand-packed-32-baseline-w32-s04,Water,512,512,48896,48896
native-expanded,011-Sand-Water-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,011-Sand-Water-packed-32-baseline-w32-s00,Sand,512,512,44800,61184
native-expanded,011-Sand-Water-packed-32-baseline-w32-s00,Water,1024,1024,114176,97792
native-expanded,011-Sand-Water-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,011-Sand-Water-packed-32-baseline-w32-s01,Sand,512,512,48384,64768
native-expanded,011-Sand-Water-packed-32-baseline-w32-s01,Water,1024,1024,121344,104960
native-expanded,011-Sand-Water-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,011-Sand-Water-packed-32-baseline-w32-s02,Sand,512,512,51968,68352
native-expanded,011-Sand-Water-packed-32-baseline-w32-s02,Water,1024,1024,128512,112128
native-expanded,011-Sand-Water-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,011-Sand-Water-packed-32-baseline-w32-s03,Sand,512,512,45312,61696
native-expanded,011-Sand-Water-packed-32-baseline-w32-s03,Water,1024,1024,115200,98816
native-expanded,011-Sand-Water-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,011-Sand-Water-packed-32-baseline-w32-s04,Sand,512,512,48896,65280
native-expanded,011-Sand-Water-packed-32-baseline-w32-s04,Water,1024,1024,122368,105984
native-expanded,012-Water-Dust-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,012-Water-Dust-packed-32-baseline-w32-s00,Water,512,512,44800,61184
native-expanded,012-Water-Dust-packed-32-baseline-w32-s00,Dust,1024,1024,114176,97792
native-expanded,012-Water-Dust-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,012-Water-Dust-packed-32-baseline-w32-s01,Water,512,512,48384,64768
native-expanded,012-Water-Dust-packed-32-baseline-w32-s01,Dust,1024,1024,121344,104960
native-expanded,012-Water-Dust-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,012-Water-Dust-packed-32-baseline-w32-s02,Water,512,512,51968,68352
native-expanded,012-Water-Dust-packed-32-baseline-w32-s02,Dust,1024,1024,128512,112128
native-expanded,012-Water-Dust-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,012-Water-Dust-packed-32-baseline-w32-s03,Water,512,512,45312,61696
native-expanded,012-Water-Dust-packed-32-baseline-w32-s03,Dust,1024,1024,115200,98816
native-expanded,012-Water-Dust-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,012-Water-Dust-packed-32-baseline-w32-s04,Water,512,512,48896,65280
native-expanded,012-Water-Dust-packed-32-baseline-w32-s04,Dust,1024,1024,122368,105984
native-expanded,013-Dust-Water-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,013-Dust-Water-packed-32-baseline-w32-s00,Water,1024,1024,114176,114176
native-expanded,013-Dust-Water-packed-32-baseline-w32-s00,Dust,512,512,44800,44800
native-expanded,013-Dust-Water-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,013-Dust-Water-packed-32-baseline-w32-s01,Water,1024,1024,121344,121344
native-expanded,013-Dust-Water-packed-32-baseline-w32-s01,Dust,512,512,48384,48384
native-expanded,013-Dust-Water-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,013-Dust-Water-packed-32-baseline-w32-s02,Water,1024,1024,128512,128512
native-expanded,013-Dust-Water-packed-32-baseline-w32-s02,Dust,512,512,51968,51968
native-expanded,013-Dust-Water-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,013-Dust-Water-packed-32-baseline-w32-s03,Water,1024,1024,115200,115200
native-expanded,013-Dust-Water-packed-32-baseline-w32-s03,Dust,512,512,45312,45312
native-expanded,013-Dust-Water-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,013-Dust-Water-packed-32-baseline-w32-s04,Water,1024,1024,122368,122368
native-expanded,013-Dust-Water-packed-32-baseline-w32-s04,Dust,512,512,48896,48896
native-expanded,014-Oil-Sand-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,014-Oil-Sand-packed-32-baseline-w32-s00,Sand,1024,1024,114176,114176
native-expanded,014-Oil-Sand-packed-32-baseline-w32-s00,Oil,512,512,44800,44800
native-expanded,014-Oil-Sand-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,014-Oil-Sand-packed-32-baseline-w32-s01,Sand,1024,1024,121344,121344
native-expanded,014-Oil-Sand-packed-32-baseline-w32-s01,Oil,512,512,48384,48384
native-expanded,014-Oil-Sand-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,014-Oil-Sand-packed-32-baseline-w32-s02,Sand,1024,1024,128512,128512
native-expanded,014-Oil-Sand-packed-32-baseline-w32-s02,Oil,512,512,51968,51968
native-expanded,014-Oil-Sand-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,014-Oil-Sand-packed-32-baseline-w32-s03,Sand,1024,1024,115200,115200
native-expanded,014-Oil-Sand-packed-32-baseline-w32-s03,Oil,512,512,45312,45312
native-expanded,014-Oil-Sand-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,014-Oil-Sand-packed-32-baseline-w32-s04,Sand,1024,1024,122368,122368
native-expanded,014-Oil-Sand-packed-32-baseline-w32-s04,Oil,512,512,48896,48896
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s00,Sand,512,512,44800,61184
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s00,Oil,1024,1024,114176,97792
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s01,Sand,512,512,48384,64768
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s01,Oil,1024,1024,121344,104960
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s02,Sand,512,512,51968,68352
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s02,Oil,1024,1024,128512,112128
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s03,Sand,512,512,45312,61696
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s03,Oil,1024,1024,115200,98816
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s04,Sand,512,512,48896,65280
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s04,Oil,1024,1024,122368,105984
native-expanded,016-Oil-Dust-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,016-Oil-Dust-packed-32-baseline-w32-s00,Dust,1024,1024,114176,114176
native-expanded,016-Oil-Dust-packed-32-baseline-w32-s00,Oil,512,512,44800,44800
native-expanded,016-Oil-Dust-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,016-Oil-Dust-packed-32-baseline-w32-s01,Dust,1024,1024,121344,121344
native-expanded,016-Oil-Dust-packed-32-baseline-w32-s01,Oil,512,512,48384,48384
native-expanded,016-Oil-Dust-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,016-Oil-Dust-packed-32-baseline-w32-s02,Dust,1024,1024,128512,128512
native-expanded,016-Oil-Dust-packed-32-baseline-w32-s02,Oil,512,512,51968,51968
native-expanded,016-Oil-Dust-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,016-Oil-Dust-packed-32-baseline-w32-s03,Dust,1024,1024,115200,115200
native-expanded,016-Oil-Dust-packed-32-baseline-w32-s03,Oil,512,512,45312,45312
native-expanded,016-Oil-Dust-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,016-Oil-Dust-packed-32-baseline-w32-s04,Dust,1024,1024,122368,122368
native-expanded,016-Oil-Dust-packed-32-baseline-w32-s04,Oil,512,512,48896,48896
native-expanded,017-Dust-Oil-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,017-Dust-Oil-packed-32-baseline-w32-s00,Dust,512,512,44800,44800
native-expanded,017-Dust-Oil-packed-32-baseline-w32-s00,Oil,1024,1024,114176,114176
native-expanded,017-Dust-Oil-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,017-Dust-Oil-packed-32-baseline-w32-s01,Dust,512,512,48384,48384
native-expanded,017-Dust-Oil-packed-32-baseline-w32-s01,Oil,1024,1024,121344,121344
native-expanded,017-Dust-Oil-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,017-Dust-Oil-packed-32-baseline-w32-s02,Dust,512,512,51968,51968
native-expanded,017-Dust-Oil-packed-32-baseline-w32-s02,Oil,1024,1024,128512,128512
native-expanded,017-Dust-Oil-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,017-Dust-Oil-packed-32-baseline-w32-s03,Dust,512,512,45312,45312
native-expanded,017-Dust-Oil-packed-32-baseline-w32-s03,Oil,1024,1024,115200,115200
native-expanded,017-Dust-Oil-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,017-Dust-Oil-packed-32-baseline-w32-s04,Dust,512,512,48896,48896
native-expanded,017-Dust-Oil-packed-32-baseline-w32-s04,Oil,1024,1024,122368,122368
native-expanded,018-Brine-Sand-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,018-Brine-Sand-packed-32-baseline-w32-s00,Sand,1024,1024,114176,114176
native-expanded,018-Brine-Sand-packed-32-baseline-w32-s00,Brine,512,512,44800,44800
native-expanded,018-Brine-Sand-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,018-Brine-Sand-packed-32-baseline-w32-s01,Sand,1024,1024,121344,121344
native-expanded,018-Brine-Sand-packed-32-baseline-w32-s01,Brine,512,512,48384,48384
native-expanded,018-Brine-Sand-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,018-Brine-Sand-packed-32-baseline-w32-s02,Sand,1024,1024,128512,128512
native-expanded,018-Brine-Sand-packed-32-baseline-w32-s02,Brine,512,512,51968,51968
native-expanded,018-Brine-Sand-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,018-Brine-Sand-packed-32-baseline-w32-s03,Sand,1024,1024,115200,115200
native-expanded,018-Brine-Sand-packed-32-baseline-w32-s03,Brine,512,512,45312,45312
native-expanded,018-Brine-Sand-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,018-Brine-Sand-packed-32-baseline-w32-s04,Sand,1024,1024,122368,122368
native-expanded,018-Brine-Sand-packed-32-baseline-w32-s04,Brine,512,512,48896,48896
native-expanded,019-Sand-Brine-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,019-Sand-Brine-packed-32-baseline-w32-s00,Sand,512,512,44800,61184
native-expanded,019-Sand-Brine-packed-32-baseline-w32-s00,Brine,1024,1024,114176,97792
native-expanded,019-Sand-Brine-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,019-Sand-Brine-packed-32-baseline-w32-s01,Sand,512,512,48384,64768
native-expanded,019-Sand-Brine-packed-32-baseline-w32-s01,Brine,1024,1024,121344,104960
native-expanded,019-Sand-Brine-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-expanded,019-Sand-Brine-packed-32-baseline-w32-s02,Sand,512,512,51968,68352
native-expanded,019-Sand-Brine-packed-32-baseline-w32-s02,Brine,1024,1024,128512,112128
native-expanded,019-Sand-Brine-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-expanded,019-Sand-Brine-packed-32-baseline-w32-s03,Sand,512,512,45312,61696
native-expanded,019-Sand-Brine-packed-32-baseline-w32-s03,Brine,1024,1024,115200,98816
native-expanded,019-Sand-Brine-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-expanded,019-Sand-Brine-packed-32-baseline-w32-s04,Sand,512,512,48896,65280
native-expanded,019-Sand-Brine-packed-32-baseline-w32-s04,Brine,1024,1024,122368,105984
native-expanded,020-Brine-Dust-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-expanded,020-Brine-Dust-packed-32-baseline-w32-s00,Dust,1024,1024,114176,97792
native-expanded,020-Brine-Dust-packed-32-baseline-w32-s00,Brine,512,512,44800,61184
native-expanded,020-Brine-Dust-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-expanded,020-Brine-Dust-packed-32-baseline-w32-s01,Dust,1024,1024,121344,104960
