group,id,top,bottom,layout,depth,variant,width,name,seed,ticks,hash,data_sha256,breakthrough_tick,front,interface_width,water_delta,tick_p50_us,tick_p95_us,tick_max_us,overflow,max_cores,max_chunks,allocations,empty_moves,density_swaps,conversions,water_transfer_mass,rejected_moves,body_displacements,body_contacts,counts_conserved,workers,telemetry,serial
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s00,2,14,packed,32,baseline,32,Sand-Dust-packed-32-baseline-w32,0,1800,547bf066d94fba6f,56e8ef8be9e34f9c677d90a4e5d2cf3f541680014f86f22abf77955c6cacb162,32,32,0,0,0.5,1.4,393.5,0,6,20,0,0,16384,0,0,112128,0,0,True,,,
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s01,2,14,packed,32,baseline,32,Sand-Dust-packed-32-baseline-w32,1,1800,555c1012c71340e3,4f68dd994eb3e8971c2bfa7db0fc37a9b70fa3e13abc27793525967a127df6a6,32,32,0,0,0.7,0.9,425.4,0,3,20,0,0,16384,0,0,125664,0,0,True,,,
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s02,2,14,packed,32,baseline,32,Sand-Dust-packed-32-baseline-w32,2,1800,7516bb773e2f056a,78a73af589783e948e398ece79d139beba1017e9e090ad81b0354e1adb6941fc,32,32,0,0,0.7,0.7,336.8,0,3,20,0,0,16384,0,0,130080,0,0,True,,,
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s03,2,14,packed,32,baseline,32,Sand-Dust-packed-32-baseline-w32,3,1800,2e6e0f5df3286c49,2370f401e3858178273e8d4ebd39e07f21dfc432c06b76289fe7a751929f2899,32,32,0,0,0.7,1.8,338.9,0,3,20,0,0,16384,0,0,112128,0,0,True,,,
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s04,2,14,packed,32,baseline,32,Sand-Dust-packed-32-baseline-w32,4,1800,303730c8bcdc6973,2724de2d916610a71e8d8bee238a9e541f271f834abd2fa4c69979807cd78407,32,32,0,0,0.7,1.4,377.5,0,3,20,0,0,16384,0,0,125664,0,0,True,,,
native-expanded,001-Dust-Sand-packed-32-baseline-w32-s00,14,2,packed,32,baseline,32,Dust-Sand-packed-32-baseline-w32,0,1800,239a77551fb6926f,417755224fa6b3900605c435078233ffc81716ca571cb831dd229c6bcbeca722,-1,0,0,0,0.4,0.5,365.7,0,6,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,001-Dust-Sand-packed-32-baseline-w32-s01,14,2,packed,32,baseline,32,Dust-Sand-packed-32-baseline-w32,1,1800,33f515661fa5ea6e,a3362caa7d3071abbde750aacae02f11b8f577f84dee61a1b78d6b0cb3fe5e59,-1,0,0,0,0.4,0.5,313.1,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,001-Dust-Sand-packed-32-baseline-w32-s02,14,2,packed,32,baseline,32,Dust-Sand-packed-32-baseline-w32,2,1800,c4daa30ee49d9f2f,c1b08af89dcddb9e5dbf069fbf8162d243397eadd29fdb66901cc36acf66a90f,-1,0,0,0,0.4,0.5,317.7,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,001-Dust-Sand-packed-32-baseline-w32-s03,14,2,packed,32,baseline,32,Dust-Sand-packed-32-baseline-w32,3,1800,b4e6bf0993169c74,1fae082f23ef416e75128626bf42990d8ddddac868a232f7d3c4830d2ab37ed9,-1,0,0,0,0.4,0.5,380.5,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,001-Dust-Sand-packed-32-baseline-w32-s04,14,2,packed,32,baseline,32,Dust-Sand-packed-32-baseline-w32,4,1800,b3fa5d23722fe9d2,21baf03775409678487f5e6b3b00a4dda5234b15543714019ebad26eaf97c1a9,-1,0,0,0,0.4,0.5,320.9,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s00,13,2,packed,32,baseline,32,Stone-Sand-packed-32-baseline-w32,0,1800,41c2f7cfd952fb17,aaa3baa7e082427af2ddede7f22898adaa22f548f71aba1d2106d93bb973ed7e,32,32,30,0,0.4,295.3,470,0,6,20,0,0,15936,0,0,775078,0,0,True,,,
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s01,13,2,packed,32,baseline,32,Stone-Sand-packed-32-baseline-w32,1,1800,b4774e4056d64e77,b639054583e9a2506c1f1133d5b5d2fa3b6226399975a719d3561d6d40b2e9c6,32,32,36,0,0.7,257.9,287.2,0,3,20,0,0,15388,0,0,783614,0,0,True,,,
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s02,13,2,packed,32,baseline,32,Stone-Sand-packed-32-baseline-w32,2,1800,8cc9f5cbd4ef3fa,ce2e6fe8cc8ead9929a7b390826b0ec8cbebd2ad20a78e1b243ade6ea52a95a4,32,32,33,0,0.7,249.9,362.9,0,3,20,0,0,15688,0,0,796920,0,0,True,,,
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s03,13,2,packed,32,baseline,32,Stone-Sand-packed-32-baseline-w32,3,1800,98b7bbd8e642379d,cd511dfb2272e199ece3eeaad60f7441f9f5df28937c73b9cdac4d8fd420d795,32,32,30,0,0.7,257.8,428.5,0,3,20,0,0,15936,0,0,775008,0,0,True,,,
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s04,13,2,packed,32,baseline,32,Stone-Sand-packed-32-baseline-w32,4,1800,ba4fa7df17ea047b,79b8511c5e5628f63d4dfc6d4d5798fc59d221ef4741eb9a169c7853ebf08012,32,32,37,0,0.7,259.1,640.2,0,3,20,0,0,15318,0,0,783888,0,0,True,,,
native-expanded,003-Sand-Stone-packed-32-baseline-w32-s00,2,13,packed,32,baseline,32,Sand-Stone-packed-32-baseline-w32,0,1800,3e41335b613d886f,8c67b74e851671e975e308de096e5c2edb5475e1c8cd1c77aa4889d778317243,-1,0,0,0,0.4,0.5,286.2,0,6,20,0,0,0,0,0,4890,0,0,True,,,
native-expanded,003-Sand-Stone-packed-32-baseline-w32-s01,2,13,packed,32,baseline,32,Sand-Stone-packed-32-baseline-w32,1,1800,5e19a88cf222542e,5dc41579b817053d13c07e73a70b7731767328c529df1f4dc7bfd197066f4a49,-1,0,0,0,0.4,0.5,250.9,0,3,20,0,0,0,0,0,4890,0,0,True,,,
native-expanded,003-Sand-Stone-packed-32-baseline-w32-s02,2,13,packed,32,baseline,32,Sand-Stone-packed-32-baseline-w32,2,1800,d1ca467617865b2f,384516e509155b3a2aed09e43b050d2cd64ec4f06d8ee3d97001d32b06141cdf,-1,0,0,0,0.4,0.5,255.4,0,3,20,0,0,0,0,0,4890,0,0,True,,,
native-expanded,003-Sand-Stone-packed-32-baseline-w32-s03,2,13,packed,32,baseline,32,Sand-Stone-packed-32-baseline-w32,3,1800,833f6437cbe913b4,13956a9fd3e83fc5829ae07d77aa1fce3f00d14a81585003107cf0f7d08fd0b8,-1,0,0,0,0.4,0.5,253.6,0,3,20,0,0,0,0,0,4890,0,0,True,,,
native-expanded,003-Sand-Stone-packed-32-baseline-w32-s04,2,13,packed,32,baseline,32,Sand-Stone-packed-32-baseline-w32,4,1800,7c4dd7ea3f66ced2,afc3e40beef625717e640547cb2dbd81c9638bcdd5f290703b21356330bcb2bc,-1,0,0,0,0.5,0.8,561.9,0,3,20,0,0,0,0,0,4890,0,0,True,,,
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s00,29,2,packed,32,baseline,32,Rust-Sand-packed-32-baseline-w32,0,1800,898fd9ba75a9a2ef,195e7c8e5b1dd31aafbd529ccb01d38cce969da3ba23aa6515e2c0bd018dba9e,32,32,0,0,0.5,0.5,395.3,0,6,20,0,0,16384,0,0,112128,0,0,True,,,
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s01,29,2,packed,32,baseline,32,Rust-Sand-packed-32-baseline-w32,1,1800,8453b3bdf3d7ed23,a80a76cb8ded6308115ce571933a3e9dda1b0c87b0852349bbde3a7257215564,32,32,0,0,0.7,0.7,296.2,0,3,20,0,0,16384,0,0,125664,0,0,True,,,
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s02,29,2,packed,32,baseline,32,Rust-Sand-packed-32-baseline-w32,2,1800,2e632ed5d399ee6a,3732166020f35745710bde1005c9429552f62302e5ac71466495ea055e0b8ce3,32,32,0,0,0.7,0.7,293.8,0,3,20,0,0,16384,0,0,130080,0,0,True,,,
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s03,29,2,packed,32,baseline,32,Rust-Sand-packed-32-baseline-w32,3,1800,cc53e78ef38f3189,cfc15f03e1d7a1ae532d192447cb783368cf92ebbbf5a57927e8506775db65d2,32,32,0,0,0.7,0.7,298.1,0,3,20,0,0,16384,0,0,112128,0,0,True,,,
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s04,29,2,packed,32,baseline,32,Rust-Sand-packed-32-baseline-w32,4,1800,45678c74c12a0ef3,156696a3a5f6d5d3bfa088bee6102d5046e6d81b3616fda8a0b86d02577db2dd,32,32,0,0,0.7,0.8,294.3,0,3,20,0,0,16384,0,0,125664,0,0,True,,,
native-expanded,005-Sand-Rust-packed-32-baseline-w32-s00,2,29,packed,32,baseline,32,Sand-Rust-packed-32-baseline-w32,0,1800,a6067f233edafe6f,022b871120018b30b6a67ae3dc2dd32e2b9bfb22a931844ba3e0a7c0c29433bb,-1,0,0,0,0.4,0.5,333.1,0,6,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,005-Sand-Rust-packed-32-baseline-w32-s01,2,29,packed,32,baseline,32,Sand-Rust-packed-32-baseline-w32,1,1800,12387825c68ea02e,04994d9c2706e4b42a8ec88e761c495fea0ca2cf997cd90ab2708a0341bf781a,-1,0,0,0,0.4,0.5,296.9,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,005-Sand-Rust-packed-32-baseline-w32-s02,2,29,packed,32,baseline,32,Sand-Rust-packed-32-baseline-w32,2,1800,ef292e413597f72f,4e7d9204fa38e6dcf7a595e9cc33372cd78e732f5563697d235c191f898ae8c6,-1,0,0,0,0.4,0.5,300,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,005-Sand-Rust-packed-32-baseline-w32-s03,2,29,packed,32,baseline,32,Sand-Rust-packed-32-baseline-w32,3,1800,23f9a845415be834,ddab22349c214ce5977c5b74e0b626f5b44a4bac682419139c34ccc3815f4fe4,-1,0,0,0,0.4,0.5,293,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,005-Sand-Rust-packed-32-baseline-w32-s04,2,29,packed,32,baseline,32,Sand-Rust-packed-32-baseline-w32,4,1800,bb7646ffca369c52,4e9eff728f3a8b9f7143788d9afa1c6c73796b0a9a99d7503f67a86ae1024947,-1,0,0,0,0.4,0.5,299.4,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s00,33,2,packed,32,baseline,32,Mercury-Sand-packed-32-baseline-w32,0,1800,b6cd7bf9650cd96f,d4e88743615ac5fa48fc43e9de84a70898e58003785d22007a4be764f47071a7,32,32,0,0,0.4,0.5,336.5,0,6,20,0,0,16384,0,0,114010,0,0,True,,,
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s01,33,2,packed,32,baseline,32,Mercury-Sand-packed-32-baseline-w32,1,1800,995228978cd57ce3,b3d0480f76bf97ec4d98479a1569be6c9f975136a83e319dcfa1a95889b00ad0,32,32,0,0,0.7,0.7,295.3,0,3,20,0,0,16384,0,0,129408,0,0,True,,,
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s02,33,2,packed,32,baseline,32,Mercury-Sand-packed-32-baseline-w32,2,1800,46e802f220aa44ea,4c5a502788b3cfcb966f21eab065facc0ab781d8b3b6ec8fb27f78b36b411224,32,32,0,0,0.7,0.7,293.2,0,3,20,0,0,16384,0,0,134542,0,0,True,,,
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s03,33,2,packed,32,baseline,32,Mercury-Sand-packed-32-baseline-w32,3,1800,806f4c0c88971509,d8b3644b25fe915c7acc01c82c3d82171d9045ff7e4e505f15050e26b321050e,32,32,0,0,0.7,0.7,297.8,0,3,20,0,0,16384,0,0,114020,0,0,True,,,
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s04,33,2,packed,32,baseline,32,Mercury-Sand-packed-32-baseline-w32,4,1800,5a33cf814c523ff3,f68292d671d24da4ab1d0654fc1bf50d95628a10e63565619c1672c6778911a3,32,32,0,0,0.7,0.7,367,0,3,20,0,0,16384,0,0,129396,0,0,True,,,
native-expanded,007-Sand-Mercury-packed-32-baseline-w32-s00,2,33,packed,32,baseline,32,Sand-Mercury-packed-32-baseline-w32,0,1800,8e3123a29d03466f,8bfa2b5224b2786c30c702400888cffbef3a847fcf0a722e6678ddc091d2d704,-1,0,0,0,0.4,0.5,385.1,0,6,20,0,0,0,0,0,17644,0,0,True,,,
native-expanded,007-Sand-Mercury-packed-32-baseline-w32-s01,2,33,packed,32,baseline,32,Sand-Mercury-packed-32-baseline-w32,1,1800,fa5a26e071a4fcee,61e2a458763c4cc4dad3d9d5ec9e973770f4017fc06ba62d053fe2335979669e,-1,0,0,0,0.4,0.5,535.9,0,3,20,0,0,0,0,0,17584,0,0,True,,,
native-expanded,007-Sand-Mercury-packed-32-baseline-w32-s02,2,33,packed,32,baseline,32,Sand-Mercury-packed-32-baseline-w32,2,1800,db8aa6a841193aaf,7501271aa6089f2291ed818ffc0e4afb908609098d0c5b2722bc5fca0853c491,-1,0,0,0,0.4,0.5,348.3,0,3,20,0,0,0,0,0,17614,0,0,True,,,
native-expanded,007-Sand-Mercury-packed-32-baseline-w32-s03,2,33,packed,32,baseline,32,Sand-Mercury-packed-32-baseline-w32,3,1800,f4133c707ea308b4,8d516d3dcf99fb6f1345eb548c4ba9a1ab0994d20d7cf54b00c391a189bdd3c0,-1,0,0,0,0.4,0.5,347.4,0,3,20,0,0,0,0,0,17648,0,0,True,,,
native-expanded,007-Sand-Mercury-packed-32-baseline-w32-s04,2,33,packed,32,baseline,32,Sand-Mercury-packed-32-baseline-w32,4,1800,592df407bbe0a752,0dd5607c22aa55d1c5ce946e585f93b627fbe7a9744665ff745c75c59ff84d20,-1,0,0,0,0.4,0.6,347.8,0,3,20,0,0,0,0,0,17628,0,0,True,,,
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s00,33,14,packed,32,baseline,32,Mercury-Dust-packed-32-baseline-w32,0,1800,e90dcfc9b29f416f,d5293f14f3d87c89005a2362151d82b6963aa9ffd4863abbd86a4a3d287241be,32,32,0,0,0.4,0.5,371.8,0,6,20,0,0,16384,0,0,114010,0,0,True,,,
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s01,33,14,packed,32,baseline,32,Mercury-Dust-packed-32-baseline-w32,1,1800,1f09c54b3b62fee3,10309be98e4554213905115c22ae46936a87d94a5d24d7ec3f298e87783f5a1b,32,32,0,0,0.7,0.8,374.5,0,3,20,0,0,16384,0,0,129408,0,0,True,,,
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s02,33,14,packed,32,baseline,32,Mercury-Dust-packed-32-baseline-w32,2,1800,72d004e698715cea,ccfdb6f3c7d369b43ea113c6121d77534b3ce5c126cc50fd84a9d8064797effd,32,32,0,0,0.7,0.7,339.8,0,3,20,0,0,16384,0,0,134542,0,0,True,,,
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s03,33,14,packed,32,baseline,32,Mercury-Dust-packed-32-baseline-w32,3,1800,8f057d9ec180c909,e92b08b36e5ce29fd5788a0a3f2452665f652bc265ef6a3b863f5d47ce61a363,32,32,0,0,0.7,0.7,471.4,0,3,20,0,0,16384,0,0,114020,0,0,True,,,
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s04,33,14,packed,32,baseline,32,Mercury-Dust-packed-32-baseline-w32,4,1800,290260dc80fd8df3,2745b56a579a93c047a46a8c84feb6e9a8f1ff20f459fb47f0887df8a6d0b70c,32,32,0,0,0.7,0.7,336.9,0,3,20,0,0,16384,0,0,129396,0,0,True,,,
native-expanded,009-Dust-Mercury-packed-32-baseline-w32-s00,14,33,packed,32,baseline,32,Dust-Mercury-packed-32-baseline-w32,0,1800,8f8ffe6130fc866f,2a125cf4fdba46c115c7c1f09f3a62532bdb3f9726dbd9ae4583df3e330679e0,-1,0,0,0,0.4,0.5,411.7,0,6,20,0,0,0,0,0,17644,0,0,True,,,
native-expanded,009-Dust-Mercury-packed-32-baseline-w32-s01,14,33,packed,32,baseline,32,Dust-Mercury-packed-32-baseline-w32,1,1800,c4c3585062e228ee,eb9e9784bb1f76d301daf3420c3ebd113e1afb6205974a431f0791814fb743e7,-1,0,0,0,0.4,0.5,366.5,0,3,20,0,0,0,0,0,17584,0,0,True,,,
native-expanded,009-Dust-Mercury-packed-32-baseline-w32-s02,14,33,packed,32,baseline,32,Dust-Mercury-packed-32-baseline-w32,2,1800,931cc8c2881ae2af,a6b0cb6e40de3e55931db532ef2374a19af93ae276c0d4510e5784dcab721285,-1,0,0,0,0.4,0.5,365.8,0,3,20,0,0,0,0,0,17614,0,0,True,,,
native-expanded,009-Dust-Mercury-packed-32-baseline-w32-s03,14,33,packed,32,baseline,32,Dust-Mercury-packed-32-baseline-w32,3,1800,d6204c4aba3778b4,392601508298b643088ce7415ee634e2510f283daf710aa7a626d6c2c9163f1f,-1,0,0,0,0.4,0.5,372.8,0,3,20,0,0,0,0,0,17648,0,0,True,,,
native-expanded,009-Dust-Mercury-packed-32-baseline-w32-s04,14,33,packed,32,baseline,32,Dust-Mercury-packed-32-baseline-w32,4,1800,18febc12f566b52,9d5594156111735727a78e6b2acdc6adfad2946f0e75ef18379520582b0c29ba,-1,0,0,0,0.4,0.5,371.8,0,3,20,0,0,0,0,0,17628,0,0,True,,,
native-expanded,010-Water-Sand-packed-32-baseline-w32-s00,3,2,packed,32,baseline,32,Water-Sand-packed-32-baseline-w32,0,1800,9a50ea48f9ba8a6f,9693167d3c16ef6c7a475bfc7615e182ec55cf979a317d9861224a60c6b29022,-1,0,0,0,0.4,0.5,557.1,0,6,20,0,0,0,0,0,9594,0,0,True,,,
native-expanded,010-Water-Sand-packed-32-baseline-w32-s01,3,2,packed,32,baseline,32,Water-Sand-packed-32-baseline-w32,1,1800,c8b19d9699c37c6e,105fd39dcdab9d02d734312a86fc2ae12014d9f8ca5640d62d7a4990e35409f6,-1,0,0,0,0.4,0.5,514.8,0,3,20,0,0,0,0,0,9594,0,0,True,,,
native-expanded,010-Water-Sand-packed-32-baseline-w32-s02,3,2,packed,32,baseline,32,Water-Sand-packed-32-baseline-w32,2,1800,c8107d78d652872f,4e19b288055b1d86659d0e9f3a0f697b7a7e8e63a8b2fb4dbf8397e8f208f34c,-1,0,0,0,0.4,0.5,519.2,0,3,20,0,0,0,0,0,9594,0,0,True,,,
native-expanded,010-Water-Sand-packed-32-baseline-w32-s03,3,2,packed,32,baseline,32,Water-Sand-packed-32-baseline-w32,3,1800,c6aefd2cac144474,bbb8a4c6ea7bdac3d7f47bcf2e5147880657cad9b9337d924750efa92467cf1a,-1,0,0,0,0.5,0.6,625.5,0,3,20,0,0,0,0,0,9594,0,0,True,,,
native-expanded,010-Water-Sand-packed-32-baseline-w32-s04,3,2,packed,32,baseline,32,Water-Sand-packed-32-baseline-w32,4,1800,8f66c0b720a4ffd2,1a258a5aaa4f0c2ed7823a1a719c138b75eac9004143b0b01c224f062ea98ffb,-1,0,0,0,0.4,0.5,517.8,0,3,20,0,0,0,0,0,9594,0,0,True,,,
native-expanded,011-Sand-Water-packed-32-baseline-w32-s00,2,3,packed,32,baseline,32,Sand-Water-packed-32-baseline-w32,0,1800,4f49324a6eba126f,aeb235d15459f5ce05f3b852ca9b8c483b666747ea189e5fb4dfab02d4d41cc7,32,32,0,0,0.4,0.5,771.4,0,6,20,0,0,16384,0,0,10138,0,0,True,,,
native-expanded,011-Sand-Water-packed-32-baseline-w32-s01,2,3,packed,32,baseline,32,Sand-Water-packed-32-baseline-w32,1,1800,198bc26a45bedee3,28cd10298af0a4bc90bec3527d09c37220af9ce280c1b9357f4aea4782c39be4,32,32,0,0,0.7,1,886.6,0,3,20,0,0,16384,0,0,15402,0,0,True,,,
native-expanded,011-Sand-Water-packed-32-baseline-w32-s02,2,3,packed,32,baseline,32,Sand-Water-packed-32-baseline-w32,2,1800,400820347db8896a,a3056759722acf78888a1c9483a02f82fe6819a13704da6dfce5dda52ddf578e,32,32,0,0,0.7,0.7,743.9,0,3,20,0,0,16384,0,0,17280,0,0,True,,,
native-expanded,011-Sand-Water-packed-32-baseline-w32-s03,2,3,packed,32,baseline,32,Sand-Water-packed-32-baseline-w32,3,1800,cee779039e77d849,2c0acaefbc4827a1517f40d6eb8d36587fcbb2801a6c2a191a7a375d9bf7b8b1,32,32,0,0,0.7,0.9,740.4,0,3,20,0,0,16384,0,0,10138,0,0,True,,,
native-expanded,011-Sand-Water-packed-32-baseline-w32-s04,2,3,packed,32,baseline,32,Sand-Water-packed-32-baseline-w32,4,1800,90dbd9839ee7bb73,b29a48169b0513b57b988bbff1a5b606d183a29ab079503fc43f43d452829013,32,32,0,0,0.7,0.7,831,0,3,20,0,0,16384,0,0,15402,0,0,True,,,
native-expanded,012-Water-Dust-packed-32-baseline-w32-s00,3,14,packed,32,baseline,32,Water-Dust-packed-32-baseline-w32,0,1800,5e092e3fe1bf26f,b4962d08b9a20cf021186da4c145e5b4f47008b4d527188d0e32647a7a0e1507,32,32,0,0,0.4,0.5,547.6,0,6,20,0,0,16384,0,0,107898,0,0,True,,,
native-expanded,012-Water-Dust-packed-32-baseline-w32-s01,3,14,packed,32,baseline,32,Water-Dust-packed-32-baseline-w32,1,1800,ec2d3641b9a20d23,d57d587957548e27245e7e3c1f98846e64ffea978cbf2d710acd611025863c74,32,32,0,0,0.7,0.7,524.9,0,3,20,0,0,16384,0,0,117204,0,0,True,,,
native-expanded,012-Water-Dust-packed-32-baseline-w32-s02,3,14,packed,32,baseline,32,Water-Dust-packed-32-baseline-w32,2,1800,544996c093ab186a,555a58b265c3c1b2f4903ae529f42309c3e414b14c38c8d38a14effd36ae9bac,32,32,0,0,0.7,0.7,536.1,0,3,20,0,0,16384,0,0,120210,0,0,True,,,
native-expanded,012-Water-Dust-packed-32-baseline-w32-s03,3,14,packed,32,baseline,32,Water-Dust-packed-32-baseline-w32,3,1800,864c21d3db85b3c9,fa049840122062d5547402d2e85de996086c73bfd3873cc630aaa5610ff3f172,32,32,0,0,0.8,0.9,790,0,3,20,0,0,16384,0,0,107898,0,0,True,,,
native-expanded,012-Water-Dust-packed-32-baseline-w32-s04,3,14,packed,32,baseline,32,Water-Dust-packed-32-baseline-w32,4,1800,bdae4b848acc1b73,5abc1738294beaff8337eda055981368f31db24e04c4c82dcc20b3e7fcde6d30,32,32,0,0,0.7,0.8,528.6,0,3,20,0,0,16384,0,0,117204,0,0,True,,,
native-expanded,013-Dust-Water-packed-32-baseline-w32-s00,14,3,packed,32,baseline,32,Dust-Water-packed-32-baseline-w32,0,1800,89f761d3b982526f,57894fd779a9b434e03ca0049762b8369a3a031f1813eb119947efaee7017c73,-1,0,0,0,0.4,0.5,821.9,0,6,20,0,0,0,0,0,5082,0,0,True,,,
native-expanded,013-Dust-Water-packed-32-baseline-w32-s01,14,3,packed,32,baseline,32,Dust-Water-packed-32-baseline-w32,1,1800,228bb9cd1c1da5ae,c7f5b5308821d3a85ef81e9a2e300fae61f1624a056a450cf8ba5fcf30451fdb,-1,0,0,0,0.4,0.5,774,0,3,20,0,0,0,0,0,5082,0,0,True,,,
native-expanded,013-Dust-Water-packed-32-baseline-w32-s02,14,3,packed,32,baseline,32,Dust-Water-packed-32-baseline-w32,2,1800,85fd6babe58f522f,f9ef29957038ee3a922bca94afc2f2a939caffd7aa85b4a7155310383ff02db4,-1,0,0,0,0.5,0.6,1036.1,0,3,20,0,0,0,0,0,5082,0,0,True,,,
native-expanded,013-Dust-Water-packed-32-baseline-w32-s03,14,3,packed,32,baseline,32,Dust-Water-packed-32-baseline-w32,3,1800,de48155a6c3c8a74,7a650c36df00fce8859a869bc4e8a9c5aa9f07d1b3a2a8a3734ba3c0a91becc0,-1,0,0,0,0.4,0.7,774.2,0,3,20,0,0,0,0,0,5082,0,0,True,,,
native-expanded,013-Dust-Water-packed-32-baseline-w32-s04,14,3,packed,32,baseline,32,Dust-Water-packed-32-baseline-w32,4,1800,86f15b278efc57d2,080ea3ec3cbf7bfe4bbcdaa0ad1d9ced8a21c3b9fdc2e524ad040078b415f4e1,-1,0,0,0,0.4,0.5,1752.2,0,3,20,0,0,0,0,0,5082,0,0,True,,,
native-expanded,014-Oil-Sand-packed-32-baseline-w32-s00,16,2,packed,32,baseline,32,Oil-Sand-packed-32-baseline-w32,0,1800,de34cc55cee4b86f,3e67535112fe33bb101f68d3ec78c5dc40a2c1cd202a31531bfa1f91eabeeee1,-1,0,0,0,0.5,1.2,981.6,0,6,20,0,0,0,0,0,15360,0,0,True,,,
native-expanded,014-Oil-Sand-packed-32-baseline-w32-s01,16,2,packed,32,baseline,32,Oil-Sand-packed-32-baseline-w32,1,1800,138a3b91029c706e,45f366a9d1ccbf2c2c4fdb55485260ffdfc77d3b82cde141630cbf892be45092,-1,0,0,0,0.4,0.7,387.9,0,3,20,0,0,0,0,0,15360,0,0,True,,,
native-expanded,014-Oil-Sand-packed-32-baseline-w32-s02,16,2,packed,32,baseline,32,Oil-Sand-packed-32-baseline-w32,2,1800,6770f270788f752f,721704d2ac32f0b85e67a61ee1d474685a1937a2afc6f318a8331c35044272f5,-1,0,0,0,0.4,1.4,481,0,3,20,0,0,0,0,0,15360,0,0,True,,,
native-expanded,014-Oil-Sand-packed-32-baseline-w32-s03,16,2,packed,32,baseline,32,Oil-Sand-packed-32-baseline-w32,3,1800,7bd0dc93a2ff4474,d4862da128780c4f8c1098ff6fd8ad3a9ae32fc542838933fc928c171d208a31,-1,0,0,0,0.4,0.5,399.1,0,3,20,0,0,0,0,0,15360,0,0,True,,,
native-expanded,014-Oil-Sand-packed-32-baseline-w32-s04,16,2,packed,32,baseline,32,Oil-Sand-packed-32-baseline-w32,4,1800,e7b78fb21b279bd2,9e439e57c53a88aa0c5fc3526f81ef5fe6e4ec588578250ca5aff1a0bea31377,-1,0,0,0,0.4,0.5,490.4,0,3,20,0,0,0,0,0,15360,0,0,True,,,
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s00,2,16,packed,32,baseline,32,Sand-Oil-packed-32-baseline-w32,0,1800,bdf21fb115355e6f,ea5b2f9b7171b506b1313e0d80a3fa45f38e956439669b65c0ba634599f81539,32,32,0,0,0.4,0.6,529.7,0,6,20,0,0,16384,0,0,147968,0,0,True,,,
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s01,2,16,packed,32,baseline,32,Sand-Oil-packed-32-baseline-w32,1,1800,284f775c8a6892e3,f14ddd2a39088eac7bf28a9ef232802cb58919fc8b11d5e9e605955a671f7246,32,32,0,0,0.7,0.7,481.7,0,3,20,0,0,16384,0,0,164480,0,0,True,,,
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s02,2,16,packed,32,baseline,32,Sand-Oil-packed-32-baseline-w32,2,1800,fbd25219218ab6a,486b055ec1aed99b3d6b471782ed5292b546b5ade3054e86ee4b80d037c3ba67,32,32,0,0,0.7,1.9,475.7,0,3,20,0,0,16384,0,0,169856,0,0,True,,,
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s03,2,16,packed,32,baseline,32,Sand-Oil-packed-32-baseline-w32,3,1800,97aac027f70ada49,75ef80a06b7581d87d7643424100539a44a104dd205cd795b160e01457f81d09,32,32,0,0,0.7,1.1,503,0,3,20,0,0,16384,0,0,147968,0,0,True,,,
