group,id,top,bottom,layout,seed,workers,variant,ticks,breakthrough,swaps,conversions,initial_water_mass,final_water_mass,chunk_allocations,max_cores,histogram_used,tick_us_p95,sha256
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s00,2,14,packed,0,1,baseline,1800,-1,0,0,0,0,0,6,14,0.9,441509ea551e491783a719bc6d7cda5277a75d255b0f1460f419a91ef089f63b
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s01,2,14,packed,1,1,baseline,1800,-1,0,0,0,0,0,3,14,0.8,993662ba652b620000c7f3bb008b6582ddc75d35e25eb7a3ac3faab87f18e456
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s02,2,14,packed,2,1,baseline,1800,-1,0,0,0,0,0,3,14,0.8,2448b29f5624c94f60e46421e3cdba8fb170ec97aa16fe8a662ed9031dbdad05
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s03,2,14,packed,3,1,baseline,1800,-1,0,0,0,0,0,3,14,1.3,9a1f3e405c8cf226ab6dfaa563b6458d567b541698d28065e0e944c242941bd6
native-expanded,000-Sand-Dust-packed-32-baseline-w32-s04,2,14,packed,4,1,baseline,1800,-1,0,0,0,0,0,3,14,1.1,ff0fed5041adf22a2c3bda6e73e2375173b2e567bf5597e27676998de9a5b1b6
native-expanded,001-Dust-Sand-packed-32-baseline-w32-s00,14,2,packed,0,1,baseline,1800,-1,0,0,0,0,0,6,14,0.9,752b29e6ed2a0ca5f76117978cce64efd18c6d209f15ae3f053d22d685322d27
native-expanded,001-Dust-Sand-packed-32-baseline-w32-s01,14,2,packed,1,1,baseline,1800,-1,0,0,0,0,0,3,14,1.4,b92b06c894ff3d8998af34a6667a8136ab55abab187f8069ba01a1903f2a11ef
native-expanded,001-Dust-Sand-packed-32-baseline-w32-s02,14,2,packed,2,1,baseline,1800,-1,0,0,0,0,0,3,14,1.4,224836717e0a8b0c93c6e3e6dd3299a7c716d0bc7c347e1f5010dd1f108e3739
native-expanded,001-Dust-Sand-packed-32-baseline-w32-s03,14,2,packed,3,1,baseline,1800,-1,0,0,0,0,0,3,14,1.3,a5773749c31404f557d1d194d9503e0de482bedd4738901b76d1e55a2b30e839
native-expanded,001-Dust-Sand-packed-32-baseline-w32-s04,14,2,packed,4,1,baseline,1800,-1,0,0,0,0,0,3,14,2,5b762282203dd432ef6a429a5d6938cfc4c9c6be7659749b993ec9ab72f9db36
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s00,13,2,packed,0,1,baseline,1800,-1,0,0,0,0,0,6,8,1.6,0691041e3dc4fb8d99dd71a0c13954e089a840e7be27b6df666ee685b1208445
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s01,13,2,packed,1,1,baseline,1800,-1,0,0,0,0,0,3,8,1.3,a0fc6156ab5d401d1cbf8ca6cd6bd6c65fa803312ec6fcb87182e84f1b229ab4
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s02,13,2,packed,2,1,baseline,1800,-1,0,0,0,0,0,3,8,1.3,8fafe8692283e36c78e7518554dca22c0c1776f0c75f36d0660bbd711d87e456
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s03,13,2,packed,3,1,baseline,1800,-1,0,0,0,0,0,3,8,1.2,1f66438d4ccf1d8a8206672c692cec72b9bb69fcd030e61e255fd1356643a1df
native-expanded,002-Stone-Sand-packed-32-baseline-w32-s04,13,2,packed,4,1,baseline,1800,-1,0,0,0,0,0,3,8,2,88a041f542e0cf59c1e7d9a6cd7213b5bedf5fdbc320295a3495a6bb8efaf3e5
native-expanded,003-Sand-Stone-packed-32-baseline-w32-s00,2,13,packed,0,1,baseline,1800,-1,0,0,0,0,0,6,10,1.3,68daae553fde64b2ef311aaf893eeaaaeadc68e69e2bfe631b9e696b38a8b9bb
native-expanded,003-Sand-Stone-packed-32-baseline-w32-s01,2,13,packed,1,1,baseline,1800,-1,0,0,0,0,0,3,10,1.6,ce842ee4560b2bc05ec2deb5b1bd9cf415cf79b324e7776e3f6822312d5f4d39
native-expanded,003-Sand-Stone-packed-32-baseline-w32-s02,2,13,packed,2,1,baseline,1800,-1,0,0,0,0,0,3,10,1.5,7d9e32701b565811bd16674b29b308b71a04e048dfb456a4f89f0a29f0afe284
native-expanded,003-Sand-Stone-packed-32-baseline-w32-s03,2,13,packed,3,1,baseline,1800,-1,0,0,0,0,0,3,10,1.2,edfe46b4f50948ef873e980374fa33844a68c6a3af4bd8f409e6eb9618bb6724
native-expanded,003-Sand-Stone-packed-32-baseline-w32-s04,2,13,packed,4,1,baseline,1800,-1,0,0,0,0,0,3,10,1.1,4e329baad6c3a5e4953cd0654332cdf1a16b1111b177a934f967f98c9f6a649f
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s00,29,2,packed,0,1,baseline,1800,-1,0,0,0,0,0,6,14,1.2,5b6dc568820c45c5d757cfa541ce50d944ad8fa68fc2cd2c8e9e5fbbc58d0dc6
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s01,29,2,packed,1,1,baseline,1800,-1,0,0,0,0,0,3,14,1.5,40f43acfcef82e76432ba9418e8f33a6e50982b7b1cf22e721cad178efd2027f
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s02,29,2,packed,2,1,baseline,1800,-1,0,0,0,0,0,3,14,1.1,048747d82526c6cf0b68b83fb728a9d776138858425726b8be7059d5641eae9e
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s03,29,2,packed,3,1,baseline,1800,-1,0,0,0,0,0,3,14,0.8,64fb6015428b75198ed07dccc16ebe160571874aa7938f1df80e7d3b69294a77
native-expanded,004-Rust-Sand-packed-32-baseline-w32-s04,29,2,packed,4,1,baseline,1800,-1,0,0,0,0,0,3,14,1.2,53cd5afcbc4a1543a7f3cf276564ff65f21c8d27ba638b0151ab5db60e5c72cf
native-expanded,005-Sand-Rust-packed-32-baseline-w32-s00,2,29,packed,0,1,baseline,1800,-1,0,0,0,0,0,6,14,1.3,7d56bae800994801b7155c2d6311f2751f98827846e9cb5d0c039da179c6919a
native-expanded,005-Sand-Rust-packed-32-baseline-w32-s01,2,29,packed,1,1,baseline,1800,-1,0,0,0,0,0,3,14,1.2,227867934f9ff5bad31e72b88c0b600cfb9ff0ce5ca7d1dab29e21d2e1a44791
native-expanded,005-Sand-Rust-packed-32-baseline-w32-s02,2,29,packed,2,1,baseline,1800,-1,0,0,0,0,0,3,14,1.3,a9a20cc3412f24da68adafa226ce35006d6852f10002580e776985545491dff2
native-expanded,005-Sand-Rust-packed-32-baseline-w32-s03,2,29,packed,3,1,baseline,1800,-1,0,0,0,0,0,3,14,1.3,2d3a348e2a5e15c918029620f5451c96fd68d8267e65963317b5df80244e1a12
native-expanded,005-Sand-Rust-packed-32-baseline-w32-s04,2,29,packed,4,1,baseline,1800,-1,0,0,0,0,0,3,14,1.3,e6201f882a805a97ac63282c194fdd4cc561fba10f4454a0c3af6e1778fa50f6
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s00,33,2,packed,0,1,baseline,1800,960,16384,0,0,0,0,6,23,328.5,e201f762db122247fe63a1a5b6127ff3179e128a859175d92bb8a226f9d0cba3
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s01,33,2,packed,1,1,baseline,1800,960,16384,0,0,0,0,3,23,310.9,599fb71d121f8126c7fe0648a2535b82b51884c631c431b5f5e01235279be646
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s02,33,2,packed,2,1,baseline,1800,960,16384,0,0,0,0,3,23,307.1,49ec235c20e45e3c8d2df4bc82d6b9abbb9be70aca23dd74205ec55811556927
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s03,33,2,packed,3,1,baseline,1800,960,16384,0,0,0,0,3,23,309.9,858d4af076fecaaa4760234ac443198ad77c8dcbe5fbe411d791c97fb23c153a
native-expanded,006-Mercury-Sand-packed-32-baseline-w32-s04,33,2,packed,4,1,baseline,1800,960,16384,0,0,0,0,3,23,322.9,e3ab88f2406a064cd59295d2c9de03d5c09a741543a78f24065f867afd20c815
native-expanded,007-Sand-Mercury-packed-32-baseline-w32-s00,2,33,packed,0,1,baseline,1800,-1,0,0,0,0,0,6,18,0.9,8ff76e7edff183150ebfc7d8d5e086ff851bb851352c31b0b1cb1b3aec892441
native-expanded,007-Sand-Mercury-packed-32-baseline-w32-s01,2,33,packed,1,1,baseline,1800,-1,0,0,0,0,0,3,18,1.2,012556cac01df170c7455f3daf33abf3b38e727601c45485d550f12494ba8bab
native-expanded,007-Sand-Mercury-packed-32-baseline-w32-s02,2,33,packed,2,1,baseline,1800,-1,0,0,0,0,0,3,18,1,ef0448fe06e5fef9efd46d541e69dae3a92c297360a5e680872ce6ba6138304a
native-expanded,007-Sand-Mercury-packed-32-baseline-w32-s03,2,33,packed,3,1,baseline,1800,-1,0,0,0,0,0,3,18,0.7,a9300210494e1aa6480b10eb106f391f57c290684d465e3b5f13a3b965d7240e
native-expanded,007-Sand-Mercury-packed-32-baseline-w32-s04,2,33,packed,4,1,baseline,1800,-1,0,0,0,0,0,3,18,0.9,1fea86857a3584c41b448cff2e674bac5f26b215f9fda492a8fd2a531a317aed
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s00,33,14,packed,0,1,baseline,1800,960,16384,0,0,0,0,6,23,427.6,a4d6f5e832849d9833786e448a1e68b02c1b2f0b4122071c6cfc5b412a289379
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s01,33,14,packed,1,1,baseline,1800,960,16384,0,0,0,0,3,23,349.3,44df1251f7c495210d7455b8191073a603e42c3d15087998cc9a4cc3e9da5d98
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s02,33,14,packed,2,1,baseline,1800,960,16384,0,0,0,0,3,23,355,a1b05e1ea0e66da8f10941a9850617270cf4c62ff5833909d3eb4ca9c5c7042f
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s03,33,14,packed,3,1,baseline,1800,960,16384,0,0,0,0,3,23,369.2,73141cf22b75a29070939ff409cf86669f2e4d6be26cfb87b9bdb48d2742caf9
native-expanded,008-Mercury-Dust-packed-32-baseline-w32-s04,33,14,packed,4,1,baseline,1800,960,16384,0,0,0,0,3,23,368.8,de8f8ea37262d3de0fba79212696778048a739f766ce39c90d9eb805cb3d7c82
native-expanded,009-Dust-Mercury-packed-32-baseline-w32-s00,14,33,packed,0,1,baseline,1800,-1,0,0,0,0,0,6,18,0.9,324b1976fc3d9ebe1ead2b0be2c64af9fded1fd44d57c46f339214b91fbdb74b
native-expanded,009-Dust-Mercury-packed-32-baseline-w32-s01,14,33,packed,1,1,baseline,1800,-1,0,0,0,0,0,3,18,1.2,eef6a96a9974a6e6a948feeb6cf8e4ffe72b556fe4162e263a20c85ce5d56ad5
native-expanded,009-Dust-Mercury-packed-32-baseline-w32-s02,14,33,packed,2,1,baseline,1800,-1,0,0,0,0,0,3,18,1.2,5eaa4c613819948cfed460f9270db2a6f3ee39adaec3bd5fb7b019745bd99200
native-expanded,009-Dust-Mercury-packed-32-baseline-w32-s03,14,33,packed,3,1,baseline,1800,-1,0,0,0,0,0,3,18,0.8,32831ede781350574403ebf5b4ef1379d31e71e84dfefc39a75c0314102559f8
native-expanded,009-Dust-Mercury-packed-32-baseline-w32-s04,14,33,packed,4,1,baseline,1800,-1,0,0,0,0,0,3,18,0.8,5b7ea697a693f5bd40e29f69d7cc08f8045de3b30dd71bd5c78a3917254daeb7
native-expanded,010-Water-Sand-packed-32-baseline-w32-s00,3,2,packed,0,1,baseline,1800,-1,0,0,130560,130560,0,6,11,1,256e5b334927bec07688f4fe3f8aade9bff315792ac2e018074ecc922428eef6
native-expanded,010-Water-Sand-packed-32-baseline-w32-s01,3,2,packed,1,1,baseline,1800,-1,0,0,130560,130560,0,3,11,0.9,682b33b5c5c7b714507a0591129d21c6e688a79d02b97bc41357dbd08e79fb54
native-expanded,010-Water-Sand-packed-32-baseline-w32-s02,3,2,packed,2,1,baseline,1800,-1,0,0,130560,130560,0,3,11,0.7,ba2212c2d06a6fe2ad734ee75f0bb28d07c792823f16fcd16a8ea7a2b0503433
native-expanded,010-Water-Sand-packed-32-baseline-w32-s03,3,2,packed,3,1,baseline,1800,-1,0,0,130560,130560,0,3,11,0.7,4ead72b8330246b538f108b9dd1a47d030cb986ac40ba1fb0e43a59b3dda22f7
native-expanded,010-Water-Sand-packed-32-baseline-w32-s04,3,2,packed,4,1,baseline,1800,-1,0,0,130560,130560,0,3,11,0.9,4dc200472269af266c5fe455377f293f855b664eae52b99b33caf0e81b0d9792
native-expanded,011-Sand-Water-packed-32-baseline-w32-s00,2,3,packed,0,1,baseline,1800,32,16384,0,261120,261120,0,6,16,1.3,ed786dad12847eaccb89acf11e7495534f9f5ef455c19ffc8d3d69d27ded6274
native-expanded,011-Sand-Water-packed-32-baseline-w32-s01,2,3,packed,1,1,baseline,1800,32,16384,0,261120,261120,0,3,16,1.8,8d436d7f22a2326cdee7172eeff128118b2a5d8f7fe102bdf7067e102b2ea85b
native-expanded,011-Sand-Water-packed-32-baseline-w32-s02,2,3,packed,2,1,baseline,1800,32,16384,0,261120,261120,0,3,16,1.6,f1f5eec730aac90e16df08c94e6b1ce9d44109a74e25926d64394371cd100098
native-expanded,011-Sand-Water-packed-32-baseline-w32-s03,2,3,packed,3,1,baseline,1800,32,16384,0,261120,261120,0,3,16,1.5,0fd7800fe9961e205f9f0ec675853f542ed7fb266f632f3217cda562c1543974
native-expanded,011-Sand-Water-packed-32-baseline-w32-s04,2,3,packed,4,1,baseline,1800,32,16384,0,261120,261120,0,3,16,1.6,c43095474f1ca2f1d75517351a528bb7c6c54a96a0d6804e4243bec917254b78
native-expanded,012-Water-Dust-packed-32-baseline-w32-s00,3,14,packed,0,1,baseline,1800,32,16384,0,130560,130560,0,6,16,0.9,bbcb54f4aa07e4de502cabd1f2a22c2ede23f4e9ed39937eb04415cfad1f8e59
native-expanded,012-Water-Dust-packed-32-baseline-w32-s01,3,14,packed,1,1,baseline,1800,32,16384,0,130560,130560,0,3,16,1.2,f4c1786badd271e9dcbcc1c1257b39ff39fd9c71c3a74ddfc58aadddc3214ad6
native-expanded,012-Water-Dust-packed-32-baseline-w32-s02,3,14,packed,2,1,baseline,1800,32,16384,0,130560,130560,0,3,16,1.5,bd4387378f570e85bf0c262ae90f95987864f59dd65a2214035dcedf6069fc60
native-expanded,012-Water-Dust-packed-32-baseline-w32-s03,3,14,packed,3,1,baseline,1800,32,16384,0,130560,130560,0,3,16,2.4,a19e10433c7149acf705761d30d8524639fb8ece79c4bf4fe747e49007a6a66d
native-expanded,012-Water-Dust-packed-32-baseline-w32-s04,3,14,packed,4,1,baseline,1800,32,16384,0,130560,130560,0,3,16,1.7,023a051d7624f70a7d7919a93213cb98f3054aee192943774ff3058aa4f19120
native-expanded,013-Dust-Water-packed-32-baseline-w32-s00,14,3,packed,0,1,baseline,1800,-1,0,0,261120,261120,0,6,11,0.8,8c548ba514909503b901637b29697da17c13eea7ca64f675041d4276ac0e6561
native-expanded,013-Dust-Water-packed-32-baseline-w32-s01,14,3,packed,1,1,baseline,1800,-1,0,0,261120,261120,0,3,11,1.2,c4468576ce76f6f6492abce2700fcbda3e9d1f37fa9635f15347ed87a3423639
native-expanded,013-Dust-Water-packed-32-baseline-w32-s02,14,3,packed,2,1,baseline,1800,-1,0,0,261120,261120,0,3,11,1.2,486ae22575504ff9ea303207f5902baabfc0d8fdd7111f93c3c06cc530cd3605
native-expanded,013-Dust-Water-packed-32-baseline-w32-s03,14,3,packed,3,1,baseline,1800,-1,0,0,261120,261120,0,3,11,0.7,d5167089f42318e31830dcf2db10bf5a7abf4bb21c789aa6dda2dfa2024e40b6
native-expanded,013-Dust-Water-packed-32-baseline-w32-s04,14,3,packed,4,1,baseline,1800,-1,0,0,261120,261120,0,3,11,0.7,50ee070d771106a5ebeacdcce14a3d6f34226a994c501ca8d363ee7489d0d855
native-expanded,014-Oil-Sand-packed-32-baseline-w32-s00,16,2,packed,0,1,baseline,1800,-1,0,0,0,0,0,6,18,0.8,45d6735a648f7b76b4bdcf8fed7f58752a43bb3fadf04fa1be9e4050ece760d4
native-expanded,014-Oil-Sand-packed-32-baseline-w32-s01,16,2,packed,1,1,baseline,1800,-1,0,0,0,0,0,3,18,0.9,f5fca6ead57f21158cc52345964e9538211bdeef6a0df15ed38f8d0760744262
native-expanded,014-Oil-Sand-packed-32-baseline-w32-s02,16,2,packed,2,1,baseline,1800,-1,0,0,0,0,0,3,18,1.3,809e8977f27bd4abe3af17721d9856d7d48a90e90d521f17dadae5881a932005
native-expanded,014-Oil-Sand-packed-32-baseline-w32-s03,16,2,packed,3,1,baseline,1800,-1,0,0,0,0,0,3,18,1,6003d8fb0661d391561c56516eb2275c7122f9baa9eee7dc6856beab8acc6a9e
native-expanded,014-Oil-Sand-packed-32-baseline-w32-s04,16,2,packed,4,1,baseline,1800,-1,0,0,0,0,0,3,18,1.3,eed91867b7ccca12d1628f76bdbee458016f81030d9616d9e544b410d86299c1
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s00,2,16,packed,0,1,baseline,1800,32,16384,0,0,0,0,6,23,1.3,d3d57d52e0a26ede96c52b0b2fb0bcd2131086d221b7c3254c21b238207ccf23
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s01,2,16,packed,1,1,baseline,1800,32,16384,0,0,0,0,3,23,1.7,539499a56e7a0beef67a78348b45979808e94633d5e214cae89101e4513f3da9
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s02,2,16,packed,2,1,baseline,1800,32,16384,0,0,0,0,3,23,2.1,9fc427c12344ec62f253f28609a4d742387b55ad28852340f443a0c38af24e59
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s03,2,16,packed,3,1,baseline,1800,32,16384,0,0,0,0,3,23,1.5,4873363a1dec169a858b6267e2b656bdc367a6b8af5ce31092ec56ed5cc71a39
native-expanded,015-Sand-Oil-packed-32-baseline-w32-s04,2,16,packed,4,1,baseline,1800,32,16384,0,0,0,0,3,23,1.6,fbd1fcdf8b2f97a5c1d300b387fdb714c1b7026f8c2f7712fa839d90d08c94da
native-expanded,016-Oil-Dust-packed-32-baseline-w32-s00,16,14,packed,0,1,baseline,1800,-1,0,0,0,0,0,6,18,0.8,ad08ec921bc8698a00153e80be5395e4d72caec71ddb3f0f23e84076369e4a7c
native-expanded,016-Oil-Dust-packed-32-baseline-w32-s01,16,14,packed,1,1,baseline,1800,-1,0,0,0,0,0,3,18,1.2,f4e2424d8cd8b155834b4dbff9ac668633a885790f4b5b7abf4a26f10596a6e5
native-expanded,016-Oil-Dust-packed-32-baseline-w32-s02,16,14,packed,2,1,baseline,1800,-1,0,0,0,0,0,3,18,0.9,671303e08fe01d0f50d8736495add2fda0a8413d08c5a21638d23df9be2aa6ca
native-expanded,016-Oil-Dust-packed-32-baseline-w32-s03,16,14,packed,3,1,baseline,1800,-1,0,0,0,0,0,3,18,0.8,8a80ee5919cec5ecd9ab27c5e602cbba3e3f6a96372dd36b93f848ce1c46ecd2
native-expanded,016-Oil-Dust-packed-32-baseline-w32-s04,16,14,packed,4,1,baseline,1800,-1,0,0,0,0,0,3,18,1,e7ea17132df1c39a568a81b62d64f610e0133d17fbd6b8a52d6be4cc4d346dca
native-expanded,017-Dust-Oil-packed-32-baseline-w32-s00,14,16,packed,0,1,baseline,1800,-1,0,0,0,0,0,6,18,1.4,5ed6d0b455d534c0c0757a342c01b39885657a6478cfea8db4801238a910150e
native-expanded,017-Dust-Oil-packed-32-baseline-w32-s01,14,16,packed,1,1,baseline,1800,-1,0,0,0,0,0,3,18,1.4,a43c752eac8a2cfe0ecb1d8b4bef70b3f4420e4c8b1367cef6864d6697c8e7a8
native-expanded,017-Dust-Oil-packed-32-baseline-w32-s02,14,16,packed,2,1,baseline,1800,-1,0,0,0,0,0,3,18,1.2,4a970362a697de8d395973011d40e08e3c5c3d99a35b49cd6deba91f139c815d
native-expanded,017-Dust-Oil-packed-32-baseline-w32-s03,14,16,packed,3,1,baseline,1800,-1,0,0,0,0,0,3,18,0.8,358ee2db3b25e77563d50294f57b2e5e7b6c4172503974058c46998f5628cfc5
native-expanded,017-Dust-Oil-packed-32-baseline-w32-s04,14,16,packed,4,1,baseline,1800,-1,0,0,0,0,0,3,18,0.9,e27191b805ac478da1ce350d6f8b9cfce6d04383da93a0e71fc6e9861467f1ef
native-expanded,018-Brine-Sand-packed-32-baseline-w32-s00,24,2,packed,0,1,baseline,1800,-1,0,0,0,0,0,6,18,0.7,af90c5cc663e002d8923b4885c710e902e1cea0aea4540cdd03744676b5e0e16
native-expanded,018-Brine-Sand-packed-32-baseline-w32-s01,24,2,packed,1,1,baseline,1800,-1,0,0,0,0,0,3,18,0.7,05c10381ac2f655202f41d05d8b10d4a2b0ff98870c294c10750cc4b56fce957
native-expanded,018-Brine-Sand-packed-32-baseline-w32-s02,24,2,packed,2,1,baseline,1800,-1,0,0,0,0,0,3,18,0.8,f3d0472d88033d2619aba96d4d7a61f71222b10b80bf6e5048fa6986ade6a688
native-expanded,018-Brine-Sand-packed-32-baseline-w32-s03,24,2,packed,3,1,baseline,1800,-1,0,0,0,0,0,3,18,1.2,fd0073dfb8dacab4a5dc2cec082cfda9affede56c47a330fd8e3bee0ce7f59e2
native-expanded,018-Brine-Sand-packed-32-baseline-w32-s04,24,2,packed,4,1,baseline,1800,-1,0,0,0,0,0,3,18,0.7,9478f07ca3cbf9647f386079ae96ca731b1409119e3f028bbe7ad5862f2bb262
native-expanded,019-Sand-Brine-packed-32-baseline-w32-s00,2,24,packed,0,1,baseline,1800,32,16384,0,0,0,0,6,23,0.9,980547d5f7c3a0cac8ac2682d030bb5c6e6413ca6ee8fdf5cbcf579de8833c89
native-expanded,019-Sand-Brine-packed-32-baseline-w32-s01,2,24,packed,1,1,baseline,1800,32,16384,0,0,0,0,3,23,1.1,f059d12a275ea2a228972c56f0cabc604bd56a904844451ef09dfb9770412c90
native-expanded,019-Sand-Brine-packed-32-baseline-w32-s02,2,24,packed,2,1,baseline,1800,32,16384,0,0,0,0,3,23,1,5440e27a7cb5ca621ba2863ed359edeebea01dca7dcba58cdf3c100183305582
native-expanded,019-Sand-Brine-packed-32-baseline-w32-s03,2,24,packed,3,1,baseline,1800,32,16384,0,0,0,0,3,23,1.5,0ceb93ce5a1864107837e6ab3017627ff93ea45966f404362f86945e994021af
native-expanded,019-Sand-Brine-packed-32-baseline-w32-s04,2,24,packed,4,1,baseline,1800,32,16384,0,0,0,0,3,23,1.3,bff9ef1dd8ab59309dd36c07495af63f50bc4182feccbd73538191e61c276f75
native-expanded,020-Brine-Dust-packed-32-baseline-w32-s00,24,14,packed,0,1,baseline,1800,32,16384,0,0,0,0,6,23,1.3,9e30caabdfae5d831a2876990024fd06f4b86e8cccf579ef0f09f17089bce2b1
native-expanded,020-Brine-Dust-packed-32-baseline-w32-s01,24,14,packed,1,1,baseline,1800,32,16384,0,0,0,0,3,23,1.3,052d7f4f685c8bb62041b8b75740f5e28a3bd65df4881ff53c4e6a4792a8012f
native-expanded,020-Brine-Dust-packed-32-baseline-w32-s02,24,14,packed,2,1,baseline,1800,32,16384,0,0,0,0,3,23,1.5,0d4a7da4b97a02184da67138d1f137068f20244deec2c58b75cf0f50f2f3f03b
native-expanded,020-Brine-Dust-packed-32-baseline-w32-s03,24,14,packed,3,1,baseline,1800,32,16384,0,0,0,0,3,23,1.1,e83f3b0092cc011a3bd2bb321467308a085c8ed1fe1955d7c5eeea0dd5efc1ef
native-expanded,020-Brine-Dust-packed-32-baseline-w32-s04,24,14,packed,4,1,baseline,1800,32,16384,0,0,0,0,3,23,1.5,6144012818991933e51c5cbfdbd40f19fae0068ce54df3f519ed7f2bd45595e8
native-expanded,021-Dust-Brine-packed-32-baseline-w32-s00,14,24,packed,0,1,baseline,1800,-1,0,0,0,0,0,6,18,0.9,e3ec6ca8bfe9c8ae2267d0c65813a15db56dfa10525199a9282ce552ffcb78eb
native-expanded,021-Dust-Brine-packed-32-baseline-w32-s01,14,24,packed,1,1,baseline,1800,-1,0,0,0,0,0,3,18,0.7,cb8c954a94245ec459d34efc5c29f7a30856cfdbecf617ea4fc81ad81ad52273
native-expanded,021-Dust-Brine-packed-32-baseline-w32-s02,14,24,packed,2,1,baseline,1800,-1,0,0,0,0,0,3,18,1.2,462b706d06a90644da8249d1bc951383ef095868ec09175b3c50e13c1f4e682a
native-expanded,021-Dust-Brine-packed-32-baseline-w32-s03,14,24,packed,3,1,baseline,1800,-1,0,0,0,0,0,3,18,1.3,08ea43cc28a698e0158ca5c765290ccea29e0b35ee150b7dc61228cfb6d205fe
native-expanded,021-Dust-Brine-packed-32-baseline-w32-s04,14,24,packed,4,1,baseline,1800,-1,0,0,0,0,0,3,18,0.7,dead1daa81ca9439ede04196fc8be22d80cb95d6ad959fca615f71d4bfb89efb
native-expanded,022-Paste-Sand-packed-32-baseline-w32-s00,20,2,packed,0,1,baseline,1800,-1,0,0,0,0,0,6,18,0.9,249af63a4ca6fc6ebe5d0f77663883b30b6fa3b31148c22b5f2c2e643a7f4d87
native-expanded,022-Paste-Sand-packed-32-baseline-w32-s01,20,2,packed,1,1,baseline,1800,-1,0,0,0,0,0,3,18,1.2,5d990a73664301b54c1a4fe4964f9960a70ef51311257804fbec1aa3494a6e83
native-expanded,022-Paste-Sand-packed-32-baseline-w32-s02,20,2,packed,2,1,baseline,1800,-1,0,0,0,0,0,3,18,0.9,ceec4a99e44bd22bd59da5656e157e779931b6d4252420d810565a6e6d6adb59
native-expanded,022-Paste-Sand-packed-32-baseline-w32-s03,20,2,packed,3,1,baseline,1800,-1,0,0,0,0,0,3,18,1,994f2be938000a1efef171e7ebf39b8643f3ca19ff96ddce28615e25c01720f5
native-expanded,022-Paste-Sand-packed-32-baseline-w32-s04,20,2,packed,4,1,baseline,1800,-1,0,0,0,0,0,3,18,1.1,2a8802c3747b3b0cd3c983ec6d78739e356664a04615328a217428ee11755c0e
native-expanded,023-Sand-Paste-packed-32-baseline-w32-s00,2,20,packed,0,1,baseline,1800,32,16384,0,0,0,0,6,23,1.4,e59f8f0aafe1a4364b52ff3ce61c3f299cdf2687f4aeaa71364d1dc44ead9021
native-expanded,023-Sand-Paste-packed-32-baseline-w32-s01,2,20,packed,1,1,baseline,1800,32,16384,0,0,0,0,3,23,1.7,f15e18a1ffdb7b8361c758175df587f46d611d3d532b4bfd6b1af398750e8ff9
native-expanded,023-Sand-Paste-packed-32-baseline-w32-s02,2,20,packed,2,1,baseline,1800,32,16384,0,0,0,0,3,23,2.9,54ebfc1e66a972defe1fa6131ecd50eb9f639ab5c3bbc00e7c9a7fd203d72362
native-expanded,023-Sand-Paste-packed-32-baseline-w32-s03,2,20,packed,3,1,baseline,1800,32,16384,0,0,0,0,3,23,1.6,5168ecc2a4a26489044a7fd060747e118e2020f19b5fdfb46f5607452bff33b6
native-expanded,023-Sand-Paste-packed-32-baseline-w32-s04,2,20,packed,4,1,baseline,1800,32,16384,0,0,0,0,3,23,1.6,3dcca240a3dda9112131a0603fa98511cb127b46a663115eb4884a5ef80c4620
native-expanded,024-Paste-Dust-packed-32-baseline-w32-s00,20,14,packed,0,1,baseline,1800,32,16384,0,0,0,0,6,23,1.2,043e3dfe7f699c05d4b62f436d05e2c0de11776c8dd746457e1c74db1183f410
native-expanded,024-Paste-Dust-packed-32-baseline-w32-s01,20,14,packed,1,1,baseline,1800,32,16384,0,0,0,0,3,23,1.6,8b80b59ba827023efad033159385076afc55fe75f8680b1fb40b27dab39cd340
native-expanded,024-Paste-Dust-packed-32-baseline-w32-s02,20,14,packed,2,1,baseline,1800,32,16384,0,0,0,0,3,23,1.8,e9d0b56b51a775dcb803dd03d774583032a773763fbf38e3b0c83abc76b0f955
