id,material,layout,seed,support_cells,workers,peak_depth,final_depth,grounded_ticks,max_overlap,floor_tick,sha256
player-111,14,enclosed,1,8,1,0.0,0.0,1800,0,-1,cfa6e37ffd913f0cad6734ca362881e1f3610b1bac2a139558cc19ade5efee7a
player-112,14,enclosed,2,8,1,0.0,0.0,1800,0,-1,7ca6c3fba4a6c0a1fc5b66befbf6f883485721808d6a3a0e1a3e10600cb0a2a7
player-113,14,enclosed,3,8,1,0.0,0.0,1800,0,-1,1a74ed62669238983b9691c93881e1b0c3473fd580e2b46d0b6a03b597c3c036
player-114,14,enclosed,4,8,1,0.0,0.0,1800,0,-1,645038c4cb83b515166297428bf6df29124899db755882d8896fd8079afd7735
player-115,14,excavate,0,8,1,205.853057861328,167.977355957031,1579,60,-1,4d5f432295ac4f255759b190b0e723a1b38ef452553847a216282cf33a3d5cbe
player-116,14,excavate,1,8,1,213.76416015625,152.994049072266,1592,66,-1,c27d06e0bedd7d18aa48d160d3578f004c8841de801af60215c61d74c6bf9537
player-117,14,excavate,2,8,1,214.197418212891,151.989440917969,1580,57,-1,0479ce8aaf056c75e972ce2e3aad5b2d246ee98f38e07d088e02035eeea28437
player-118,14,excavate,3,8,1,212.764221191406,151.994110107422,1593,63,-1,96b6c50c766306395b39ad2a6320935c8eb0c00798ec025c09c631906c440ea8
player-119,14,excavate,4,8,1,210.897521972656,154.999725341797,1594,35,-1,797965c1050a1dd55ad7df1a3e25ec77be712f5f374dcee92fd961ab92dc551e
player-120,14,reentry,0,8,1,0.0,0.0,1768,0,-1,f438ffd09aae4568d2abc77542598bda3364c0c5cfc041aa665e6e8b7aebe68f
player-121,14,reentry,1,8,1,0.0,0.0,1768,0,-1,64518b1847a1b8b132443388319facd0cf8d1caf0dcea1fac70c27caa8c5721c
player-122,14,reentry,2,8,1,0.0,0.0,1768,0,-1,2ddaf88b836b9723c159a548f0c2fc225f5fc02d3d99d14c91016d24e83dd69f
player-123,14,reentry,3,8,1,0.0,0.0,1768,0,-1,7f33e25a67993defbbb9a3dc884ddce5b0c08dabf7f7118d855f37bc8f020314
player-124,14,reentry,4,8,1,0.0,0.0,1768,0,-1,85916a6731c53dad53456564633160c24968f3a96be111c1eb0fee3203bc6e46
player-125,29,walk,0,8,1,0.0,0.0,1768,0,-1,d6afb9c221dccb5c7b1abb26610951a02fad68093a22c9dceeabc6349666a856
player-126,29,walk,1,8,1,0.0,0.0,1768,0,-1,a706efb6c5783c9e5c8e0b7a78f526e15affe6ebe635670405cfc310631257bd
player-127,29,walk,2,8,1,0.0,0.0,1768,0,-1,8c4384f17a27629f9dbf2067c597e7abc9bf754413e363806a0602b10766acff
player-128,29,walk,3,8,1,0.0,0.0,1768,0,-1,76fefb4fb4c0d7ba25fda98dc412e497b249351eb98b63363620b51437829ed8
player-129,29,walk,4,8,1,0.0,0.0,1768,0,-1,9b4c3fff40ceaf796fb7b1f680b7426ebe5da69f71c1add6a38a2a5cd36ae6eb
player-130,29,slope,0,8,1,20.9978179931641,20.9822692871094,1484,0,-1,ad11e095be671545aded64ae60cf02875a50c253cef56d02cfcdcd0f525f1a51
player-131,29,slope,1,8,1,20.9978179931641,20.9822692871094,1484,0,-1,94d100a9b50ffc7751dafffa85df69c79ede341d3947e32f6b74a45593ca632b
player-132,29,slope,2,8,1,20.9978179931641,20.9822692871094,1484,0,-1,b20f16e34153ac23a725d0a3098a8c4c20d7e81b1fa260bffca5b8070e35e286
player-133,29,slope,3,8,1,20.9978179931641,20.9822692871094,1484,0,-1,a8a382c1336bcb737429ff8d67bf61096acb19992ab9f08b7c962ef6653e0183
player-134,29,slope,4,8,1,20.9978179931641,20.9822692871094,1484,0,-1,c255d43986a90426cc931307bc802f0cdb7cc068d6fe28bc8bc42a861c91096b
player-135,29,side,0,8,1,0.0,0.0,1596,0,-1,058cf99404de11da3a41210fb7a806a3d2bff0d664463532d0abff3d08805499
player-136,29,side,1,8,1,0.0,0.0,1595,0,-1,f7fbd007f7bcc9a2c990882497cdbe440ec78cb6ff2f13fb970e55a6a1e46e42
player-137,29,side,2,8,1,0.0,0.0,1601,0,-1,07a553dee243cc431cfe6baa7aa963451f96383e16d82e89507fc9d1d2e1db6c
player-138,29,side,3,8,1,0.0,0.0,1595,1,-1,db2678024f3ed6809c0fd29c035cc0c8833f9a4bfc0978e954e9e144f3cdf3fc
player-139,29,side,4,8,1,0.0,0.0,1598,0,-1,2a6cdcc0cce55655964f3c1470f6ce436f374c2b80432098b9a5260588a9a9ee
player-140,29,film,0,8,1,383.991394042969,383.991394042969,1496,8,305,054ab256deb840b96ab256fe4b4233c8c27e07b458467c8874fd6ff869122349
player-141,29,film,1,8,1,383.991516113281,383.991516113281,1496,8,305,09a979a09db4f51940b0565e9b8f712b8468238aa7d42d5bf857a2ce34ba624b
player-142,29,film,2,8,1,383.991577148438,383.991577148438,1496,8,305,73a18e30d544c22aac06ab17ee2a4f5ee680f8fd5a6bdbc8e34f796f1175303e
player-143,29,film,3,8,1,383.991455078125,383.991455078125,1496,8,305,6e3196917cb90e8f1740012a03baedc496c7e99bb224c12c202e0a8b74f92af8
player-144,29,film,4,8,1,383.991516113281,383.991516113281,1496,8,305,cd9815c60d106ad9850ca164c10e049c27a21b99d81b9d4dba359b754cb6b499
player-145,29,falling,0,8,1,383.984680175781,375.984680175781,1471,64,330,5fdc3f1cb9218ca3beaace9fd1fef199cc87556abd0d5805cedc513905b4d2a9
player-146,29,falling,1,8,1,383.999206542969,375.999206542969,1474,48,327,ffb3f9abb42106a728483d86687f6ba0af810aab87a26e3c2e1af72987a47533
player-147,29,falling,2,8,1,383.978210449219,375.978210449219,1472,48,324,daee319135b36e7b5d4980dfd8ef32b908121367eefa590096bef603f9ba564c
player-148,29,falling,3,8,1,383.980285644531,375.980285644531,1465,64,330,eaa49ce63640da8d55285f41bcb7817f7f69e0f4e3726ccc8fbd8341dfc53f5e
player-149,29,falling,4,8,1,383.994812011719,375.994812011719,1469,48,327,ccc7702fd4228a7e4568880d99f7127bb02bb98f608fc3fb4b24aca89739ca23
player-150,29,enclosed,0,8,1,0.0,0.0,1800,0,-1,9615f18951efbda0a19afa6f342f4c01d6a57802fd9818696269f7ac902c51ab
player-151,29,enclosed,1,8,1,0.0,0.0,1800,0,-1,0716fccf239b91eeba01b6fb153edd9113afa6806b53f844a89ab51641ac9814
player-152,29,enclosed,2,8,1,0.0,0.0,1800,0,-1,9dfae137777d86d084698dd3d76c337c420f8573ac552327c1974077873229ad
player-153,29,enclosed,3,8,1,0.0,0.0,1800,0,-1,ea8d31de998c0408bed382c507a6fac2033e3f7c8f13e7ba1f678aa6de62841f
player-154,29,enclosed,4,8,1,0.0,0.0,1800,0,-1,af719864da6eec069046348be202f67d2ee898d30145b9aa50db406595dc7388
player-155,29,excavate,0,8,1,205.853057861328,167.977355957031,1579,60,-1,1d8617b45b69963a6cbc155f32016ec533cd3c591040f49aaa6b8d994485a6cb
player-156,29,excavate,1,8,1,213.76416015625,152.994049072266,1592,66,-1,9bedb5eebd55851924f84c3d45c3bbf3a9e3d5fdfdb717ef009b2f64321cbd0d
player-157,29,excavate,2,8,1,214.197418212891,151.989440917969,1580,57,-1,6bd571a411e73fd7b675d742728f168efccc6478fd2b282c808e3865be0faa76
player-158,29,excavate,3,8,1,212.764221191406,151.994110107422,1593,63,-1,a75d3cb5279a32685f4f1cb1e1c0e9f4ad133dcf24533e24e2eb8c5eb407d0c3
player-159,29,excavate,4,8,1,210.897521972656,154.999725341797,1594,35,-1,ec216aff592434eedbadc663f7cfb70f7cebcc15e21a0bcac63c9787918e17bd
player-160,29,reentry,0,8,1,0.0,0.0,1768,0,-1,5f9fc72fda073eaf87dfb4405879abf218cb03ac0d7763469290e8592dd56889
player-161,29,reentry,1,8,1,0.0,0.0,1768,0,-1,96c48433545561ad1cf602c18fb123e89adb1337d97976c0a307ede255d0c54a
player-162,29,reentry,2,8,1,0.0,0.0,1768,0,-1,d42dae492a75061168b03ea537da801e3199877bcf35c16adae59612f50c70dd
player-163,29,reentry,3,8,1,0.0,0.0,1768,0,-1,b627ad7c44f11b4bc68cede8484bf3350beee720a61bd311c735a87b7847ae9e
player-164,29,reentry,4,8,1,0.0,0.0,1768,0,-1,204ff081f41c5ca2ec2e3c12dd75f844173796445e31090d2c3c1c792a57c43a
player-165,2,flat,0,6,1,0.0,0.0,1768,0,-1,443b9ec583690ee87055bad7d0bb5f07232c0a9e72362313d1fc28d071a470c1
player-166,2,flat,1,6,1,0.0,0.0,1768,0,-1,e08f58bfde949e64a61d7a8a19f5c4ace9a9b338fe6b9e2e08714266b063c213
player-167,2,flat,2,6,1,0.0,0.0,1768,0,-1,1254b59f134c9b74a94b719b22e7563a5d72355f2c64e4bb72ec926de3b2f97b
player-168,2,flat,3,6,1,0.0,0.0,1768,0,-1,2f4ff6cfb27a2181b21680aba64cd1a2b08a9a7ae50ad35b6d97a282b68d67c1
player-169,2,flat,4,6,1,0.0,0.0,1768,0,-1,c0e69d9f3dbbddacf1393ddc8fdd2417d2370897f42cb2211c47fa6919a281b0
player-170,2,slope,0,6,1,20.9978179931641,20.9822692871094,1484,0,-1,67f829e4078af27879b8c876600b053a2e99c641a0d350ab3fbde27b9f99cd91
player-171,2,slope,1,6,1,20.9978179931641,20.9822692871094,1484,0,-1,1c97f04eb0e5dca6b3a6ca3db0e47c2203cc760eee32f6f0996bf80b47cdb3a7
player-172,2,slope,2,6,1,20.9978179931641,20.9822692871094,1484,0,-1,0eee8c5e3b7e70997ea7b4ad261fe4748de19ce345981dfbe9a0761d2682bb3d
player-173,2,slope,3,6,1,20.9978179931641,20.9822692871094,1484,0,-1,d683e92a28977f65c5d5061673af526c25dfb89447013feba7d351794800e82c
player-174,2,slope,4,6,1,20.9978179931641,20.9822692871094,1484,0,-1,bb7e1c502757d1d4200a1e7a5c9bff84afc26a78941556da44350cfd6a04c165
player-175,2,side,0,6,1,0.0,0.0,1596,0,-1,891a2278b5f14f5f4bcd4c138f0d471d8b531687efc629d965747a6f300df105
player-176,2,side,1,6,1,0.0,0.0,1595,0,-1,d20016b54e911b55d257d1b093e9034e5fa84ac2f2676808c29af271a71b86f5
player-177,2,side,2,6,1,0.0,0.0,1601,0,-1,a56bd614f424f0d29645cf29a5d71d56ed3082058d11c095fb9b77dccb578749
player-178,2,side,3,6,1,1.52587890625e-05,0.0,1584,0,-1,eaa01d57ef29c61fde32e83b8d81bc93c98db68f21db924470393d2b999a252b
player-179,2,side,4,6,1,0.0,0.0,1598,0,-1,53c21bdcfa2b2ce88b0173d64d00750f52cd023fcd9cded6062f5fa311ce02b1
player-180,14,flat,0,6,1,0.0,0.0,1768,0,-1,630d147f79cdd7b4d3d00bd0d366485fa01db80a881bb18775c074965e2faa6a
player-181,14,flat,1,6,1,0.0,0.0,1768,0,-1,09c7422f5e49e98cccc7aea615ad8c8850296e89c2b6c531c47347c8c867339d
player-182,14,flat,2,6,1,0.0,0.0,1768,0,-1,07e7eae2cae7a9b3f3eb437bc8fb921298baaeb6fde2d8e7b21f5b93e193fa04
player-183,14,flat,3,6,1,0.0,0.0,1768,0,-1,18aad4087db774e83ca4b3531d0064ea8504787a029337cd2a149c4370c318a7
player-184,14,flat,4,6,1,0.0,0.0,1768,0,-1,80c5b99502d7e0e2fd585f6a3ecea6c4ce3a06f7c36f9e2fe05f6db727b23f66
player-185,14,slope,0,6,1,20.9978179931641,20.9822692871094,1484,0,-1,4f6c32040a9d8b8bc5edd5e6f278c44c5c23d8c911580020d5f523bc7600a69e
player-186,14,slope,1,6,1,20.9978179931641,20.9822692871094,1484,0,-1,2697c53a335c5adff6563a3733933732fb05f1dfd944be8a191b9512b63ee4a6
player-187,14,slope,2,6,1,20.9978179931641,20.9822692871094,1484,0,-1,53def633c778563083fd26a41007001244970d4997ecce16ff539f9ea09eecd9
